지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),지면온도(°C)
155,2017-10-08 01:00,19.1,,.9,340,96,,,,,17.5
155,2017-10-08 02:00,18.6,,.7,360,96,,,,,17.2
155,2017-10-08 03:00,18.3,,.2,0,96,,,,,16.9
155,2017-10-08 04:00,18.2,,1,360,96,,,,,17.2
155,2017-10-08 05:00,17.8,,.8,320,96,,,,,16.5
155,2017-10-08 06:00,17.6,,1,290,97,,,,,16.2
155,2017-10-08 07:00,17.9,,.7,20,96,.2,.11,,,16.9
155,2017-10-08 08:00,18.6,,1.6,50,96,1,.58,,,21.3
155,2017-10-08 09:00,20.2,,1.9,50,95,1,1.34,,,27.6
155,2017-10-08 10:00,21.2,,2.4,50,87,1,2.04,,,31.4
155,2017-10-08 11:00,22.5,,1.3,360,82,1,2.39,,,35.9
155,2017-10-08 12:00,24.9,,1.6,20,69,1,2.76,,,39.3
155,2017-10-08 13:00,26.5,,1.9,90,64,1,2.85,,,39.5
155,2017-10-08 14:00,26.6,,2,140,66,1,2.65,,,38.7
155,2017-10-08 15:00,25.8,,3.1,140,69,1,1.81,,,35
155,2017-10-08 16:00,24.8,,2.8,160,74,1,1.58,,,32.9
155,2017-10-08 17:00,24,,1.9,180,79,.9,.81,,,24.6
155,2017-10-08 18:00,22,,.8,230,87,.1,.15,,,21.8
155,2017-10-08 19:00,21.5,,.9,200,89,0,.04,,,20.7
155,2017-10-08 20:00,21.2,,1,250,93,,,,,20.1
155,2017-10-08 21:00,20.9,,.9,250,92,,,,,19.6
155,2017-10-08 22:00,20.2,,.5,250,95,,,,,19
155,2017-10-08 23:00,20.2,,.3,0,96,,,,,18.7
155,2017-10-09 00:00,19.8,,0,0,96,,,,,18.3
155,2017-10-09 01:00,19.3,,.2,0,96,,,,,17.8
155,2017-10-09 02:00,19,,.6,270,96,,,,,17.6
155,2017-10-09 03:00,18.8,,.2,0,97,,,,,17.1
155,2017-10-09 04:00,18.8,,.7,360,96,,,,,17.2
155,2017-10-09 05:00,18.6,,.8,340,96,,,,,17.1
155,2017-10-09 06:00,18.7,,.2,0,96,,,,,16.9
155,2017-10-09 07:00,18.7,,1.1,340,96,.1,.09,,,17.9
155,2017-10-09 08:00,19.6,,1.3,360,95,1,.53,,,22.6
155,2017-10-09 09:00,20.9,,1.1,20,94,1,1.25,,,29.3
155,2017-10-09 10:00,23.8,,1.3,360,80,1,1.9,,,35.1
155,2017-10-09 11:00,26.2,,1.3,20,68,1,2.39,,,38.9
155,2017-10-09 12:00,27.3,,1.3,90,58,1,2.7,,,39.2
155,2017-10-09 13:00,28,,2.8,110,66,1,2.76,,,39.1
155,2017-10-09 14:00,28.2,,2.3,110,62,1,2.55,,,40.2
155,2017-10-09 15:00,26.3,,3.6,140,67,1,2.14,,,34.6
155,2017-10-09 16:00,25.9,,2,160,72,1,1.41,,,33.4
155,2017-10-09 17:00,24.6,,1.7,160,78,.9,.78,,,25.1
155,2017-10-09 18:00,23.1,,1.2,180,87,0,.13,,,22.7
155,2017-10-09 19:00,22.1,,.4,0,91,,,,,21.3
155,2017-10-09 20:00,21.3,,.4,0,93,,,,,20.6
155,2017-10-09 21:00,21.3,,0,0,95,,,,,20
155,2017-10-09 22:00,20.3,,0,0,96,,,,,19.7
155,2017-10-09 23:00,20.1,,.2,0,95,,,,,19.3
155,2017-10-10 00:00,20.1,,0,0,96,,,,,18.9
155,2017-10-10 01:00,19.6,,.2,0,96,,,,,18.6
155,2017-10-10 02:00,19.1,,.1,0,96,,,,,18.3
155,2017-10-10 03:00,19.3,,.3,0,97,,,,,18
155,2017-10-10 04:00,19.1,,.7,250,97,,,,,17.9
155,2017-10-10 05:00,19.3,,.2,0,97,,,,,17.6
155,2017-10-10 06:00,18.7,,.4,0,97,,,,,17.5
155,2017-10-10 07:00,19.4,,.8,360,97,0,.09,,,18.4
155,2017-10-10 08:00,20.7,,.6,20,93,1,.5,,,23
155,2017-10-10 09:00,22.5,,1.5,50,88,1,1.21,,,30.1
155,2017-10-10 10:00,24.5,,2.5,50,81,1,1.87,,,34.1
155,2017-10-10 11:00,26.5,,2.4,50,71,1,2.37,,,38
155,2017-10-10 12:00,28.1,,2,70,62,1,2.68,,,40.4
155,2017-10-10 13:00,28,,3.2,50,56,1,2.74,,,39.9
155,2017-10-10 14:00,28.5,,2.5,50,54,1,2.53,,,40.3
155,2017-10-10 15:00,29,,1.7,50,53,1,2.12,,,39.1
155,2017-10-10 16:00,26.9,,2.2,160,73,1,1.53,,,35.5
155,2017-10-10 17:00,25,,2.1,180,79,.6,.6,,,25.4
155,2017-10-10 18:00,24,,2.5,180,78,0,.17,,,23.4
155,2017-10-10 19:00,22.6,,1.3,230,83,,,,,21.5
155,2017-10-10 20:00,22.1,,1.1,250,87,,,,,20.8
155,2017-10-10 21:00,21.8,,1.3,230,88,,,,,20.5
155,2017-10-10 22:00,21.5,,.8,250,92,,,,,20.5
155,2017-10-10 23:00,21.4,,.8,250,94,,,,,20.3
155,2017-10-11 00:00,21.3,,.5,250,95,,,,,20.4
155,2017-10-11 01:00,22,,2.1,200,95,,,,,20.7
155,2017-10-11 02:00,21.1,,.8,250,96,,,,,20
155,2017-10-11 03:00,21.3,,0,0,96,,,,,20.8
155,2017-10-11 04:00,20.8,,0,0,96,,,,,19.8
155,2017-10-11 05:00,20.1,,0,0,97,,,,,19
155,2017-10-11 06:00,19.9,,0,0,97,,,,,18.8
155,2017-10-11 07:00,19.8,,0,0,97,0,.06,,,19.3
155,2017-10-11 08:00,21.7,,1.1,180,95,.1,.41,,,22.2
155,2017-10-11 09:00,23.1,,.8,50,89,.3,.79,,,29
155,2017-10-11 10:00,24.5,,2.1,140,85,.6,1.34,,,29.9
155,2017-10-11 11:00,26.7,,2,90,75,.9,2.27,,,37.5
155,2017-10-11 12:00,25.7,,1.6,270,70,.2,1.13,,,29.4
155,2017-10-11 13:00,25.1,,1.2,320,72,0,.53,,,28.5
155,2017-10-11 14:00,25.2,,1,250,74,0,.6,,,30.4
155,2017-10-11 15:00,25.9,,.8,250,73,.1,1.09,,,32.1
155,2017-10-11 16:00,25,,.7,140,76,0,.4,,,27.6
155,2017-10-11 17:00,24.6,,.6,50,78,0,.32,,,26.3
155,2017-10-11 18:00,23.7,,1,200,80,0,.12,,,23.3
155,2017-10-11 19:00,22.4,,2.5,20,77,,,,,21.9
155,2017-10-11 20:00,21.5,,1.5,230,75,,,,,20.4
155,2017-10-11 21:00,20.7,,2.3,200,76,,,,,19.8
155,2017-10-11 22:00,20.6,,1,270,76,,,,,19.6
155,2017-10-11 23:00,20.4,,1.5,340,73,,,,,19.3
155,2017-10-12 00:00,19.7,,1.7,20,74,,,,,18.8
155,2017-10-12 01:00,18.9,,1.6,50,78,,,,,18.1
155,2017-10-12 02:00,18.4,,1,20,79,,,,,17.9
155,2017-10-12 03:00,18.1,,1.1,50,80,,,,,17.8
155,2017-10-12 04:00,18,,1.3,70,80,,,,,17.9
155,2017-10-12 05:00,17.8,,.7,50,78,,,,,17.8
155,2017-10-12 06:00,17.4,,2.1,50,74,,,,,17.1
155,2017-10-12 07:00,16.9,0,2.6,50,74,0,.05,,,16.5
155,2017-10-12 08:00,17.2,0,2.4,70,70,0,.09,,,16.9
155,2017-10-12 09:00,14.9,1.1,1.8,340,86,0,.13,,,16.2
155,2017-10-12 10:00,15.7,.1,2.5,50,82,0,.3,,,17
155,2017-10-12 11:00,15.9,0,1.4,50,84,0,.26,,,17.3
155,2017-10-12 12:00,15.6,0,3.7,50,84,0,.3,,,17
155,2017-10-12 13:00,15.5,0,.8,270,91,0,.31,,,18.4
155,2017-10-12 14:00,15.5,0,2,250,90,0,.39,,,17.7
155,2017-10-12 15:00,14,.6,1.5,180,90,0,.2,,,15.7
155,2017-10-12 16:00,13.7,2.6,1.3,50,94,0,.17,,,15.3
155,2017-10-12 17:00,14,1.1,1.1,230,95,0,.13,,,15.5
155,2017-10-12 18:00,14.5,1,1.3,360,93,0,.07,,,15.3
155,2017-10-12 19:00,14.3,1.8,1.2,20,95,,,,,15.3
155,2017-10-12 20:00,14,3.2,.6,290,96,,,,,15.4
155,2017-10-12 21:00,14.1,1.9,.3,0,96,,,,,15.6
155,2017-10-12 22:00,14.1,1.2,.5,230,96,,,,,15.6
155,2017-10-12 23:00,14,.1,.3,0,96,,,,,15.7
155,2017-10-13 00:00,14.4,,.6,270,96,,,,,15.8
155,2017-10-13 01:00,14.3,,1.1,340,96,,,,,15.5
155,2017-10-13 02:00,14,,1.3,200,94,,,,,14.7
155,2017-10-13 03:00,13.6,,2.1,180,86,,,,,13.4
155,2017-10-13 04:00,13.6,,1.6,230,81,,,,,12.7
155,2017-10-13 05:00,13.1,,1.8,270,75,,,,,11.8
155,2017-10-13 06:00,13.2,,2.9,50,63,,,,,11
155,2017-10-13 07:00,12.1,,2.7,360,72,0,.06,,,10.8
155,2017-10-13 08:00,13,,2.7,50,66,.9,.61,,,15.4
155,2017-10-13 09:00,14.2,,4.4,70,56,1,1.39,,,19.2
155,2017-10-13 10:00,15.4,,4.3,50,55,1,2.05,,,22.9
155,2017-10-13 11:00,17,,3.2,70,46,1,2.57,,,26
155,2017-10-13 12:00,18.8,,1.9,90,37,1,2.84,,,29.2
155,2017-10-13 13:00,19.5,,2.6,70,32,1,2.89,,,29.3
155,2017-10-13 14:00,20.2,,1.9,70,26,1,2.7,,,30.4
155,2017-10-13 15:00,20.2,,1.8,20,29,1,2.27,,,31
155,2017-10-13 16:00,19.9,,2.3,50,28,1,1.63,,,26.9
155,2017-10-13 17:00,19,,1.3,200,37,.7,.77,,,17.9
155,2017-10-13 18:00,17.6,,1.2,200,38,0,.13,,,14.8
155,2017-10-13 19:00,17.4,,1.2,230,41,,,,,14.1
155,2017-10-13 20:00,17.1,,1.5,20,42,,,,,13.9
155,2017-10-13 21:00,16.7,,1.2,230,44,,,,,13.9
155,2017-10-13 22:00,16.3,,1.4,20,44,,,,,13.5
155,2017-10-13 23:00,15.7,,2.6,340,45,,,,,13.5
155,2017-10-14 00:00,14.8,,1.6,20,48,,,,,11.9
155,2017-10-14 01:00,15.2,,2.2,50,49,,,,,12.6
155,2017-10-14 02:00,14.8,,1.2,20,50,,,,,12.5
155,2017-10-14 03:00,14.6,,3.8,50,53,,,,,12.7
155,2017-10-14 04:00,14.6,,2.8,20,52,,,,,12.7
155,2017-10-14 05:00,14.3,,1.8,90,55,,,,,12.5
155,2017-10-14 06:00,14.4,,2.9,20,56,,,,,12.5
155,2017-10-14 07:00,14.2,,1.3,70,56,0,.06,,,12.6
155,2017-10-14 08:00,14.4,,1.8,360,58,0,.21,,,14
155,2017-10-14 09:00,15.5,,3.4,50,56,.3,.66,,,18.4
155,2017-10-14 10:00,15.7,,3.6,50,55,0,1.01,,,19
155,2017-10-14 11:00,18.1,,2,50,50,.7,1.98,,,26.8
155,2017-10-14 12:00,19.2,,1.6,20,50,1,2.52,,,31.7
155,2017-10-14 13:00,19.9,,2.5,70,52,.8,2.51,,,28.5
155,2017-10-14 14:00,20.7,,4.1,50,51,.4,1.95,,,32.1
155,2017-10-14 15:00,21.3,,3.8,20,49,1,2.13,,,30.8
155,2017-10-14 16:00,21,,1.3,20,52,.9,1.2,,,25
155,2017-10-14 17:00,19.6,,.9,110,64,.7,.56,,,20.3
155,2017-10-14 18:00,19,,2.5,20,60,0,.12,,,18.1
155,2017-10-14 19:00,18.3,,1.6,50,62,,,,,16.7
155,2017-10-14 20:00,18.1,,3,50,61,,,,,16.3
155,2017-10-14 21:00,17.3,,2.6,50,61,,,,,15.6
155,2017-10-14 22:00,16.8,,1,50,61,,,,,15.1
155,2017-10-14 23:00,16.9,,1.6,50,61,,,,,15.1
155,2017-10-15 00:00,16.4,,1,50,64,,,,,14.9
155,2017-10-15 01:00,16.3,,2.5,50,64,,,,,15
155,2017-10-15 02:00,16,,1.1,70,65,,,,,14.7
155,2017-10-15 03:00,15.6,,2,70,67,,,,,14.6
155,2017-10-15 04:00,15.7,,.7,70,68,,,,,14.5
155,2017-10-15 05:00,14.9,0,.7,20,75,,,,,13.9
155,2017-10-15 06:00,14.5,.8,1.7,20,83,,,,,13.9
155,2017-10-15 07:00,13,.6,.6,250,95,0,.05,,,14.1
155,2017-10-15 08:00,13.2,.7,.4,0,95,0,.09,,,14.5
155,2017-10-15 09:00,14,.2,1.2,70,88,0,.29,,,15.8
155,2017-10-15 10:00,14.5,0,2,50,85,0,.39,,,16.1
155,2017-10-15 11:00,15,.1,2.4,50,84,0,.66,,,19.3
155,2017-10-15 12:00,16.6,0,1.1,50,77,0,1.01,,,21.5
155,2017-10-15 13:00,16.5,0,2,360,79,0,.84,,,20.8
155,2017-10-15 14:00,16.9,0,3.1,50,77,0,.89,,,20.3
155,2017-10-15 15:00,17.8,0,2.4,70,74,.2,1.19,,,20.9
155,2017-10-15 16:00,17.8,0,2.1,50,74,0,.45,,,19.2
155,2017-10-15 17:00,17.8,0,2.6,50,73,0,.21,,,17.1
155,2017-10-15 18:00,17.1,.1,2.7,50,76,0,.07,,,16.2
155,2017-10-15 19:00,16.9,0,1.8,70,76,,,,,16
155,2017-10-15 20:00,16.1,0,.8,320,81,,,,,15.7
155,2017-10-15 21:00,16.9,0,1,20,73,,,,,15.9
155,2017-10-15 22:00,17,,1.7,360,70,,,,,15.6
155,2017-10-15 23:00,17,,.9,340,67,,,,,15.5
155,2017-10-16 00:00,16.6,,1,70,67,,,,,15.2
155,2017-10-16 01:00,16.8,,1.4,360,63,,,,,15
155,2017-10-16 02:00,16.9,,1.1,90,65,,,,,15
155,2017-10-16 03:00,16.8,,1,50,68,,,,,15.1
155,2017-10-16 04:00,16.6,,1.1,180,70,,,,,15.1
155,2017-10-16 05:00,16.7,,1.5,20,68,,,,,15
155,2017-10-16 06:00,16.3,0,.8,180,72,,,,,15
155,2017-10-16 07:00,16.4,,1.3,70,71,0,.05,,,15.2
155,2017-10-16 08:00,16.7,,1.6,50,72,0,.17,,,16.2
155,2017-10-16 09:00,16.8,,1.5,90,72,0,.3,,,17.5
155,2017-10-16 10:00,17,,.8,180,74,0,.39,,,19.8
155,2017-10-16 11:00,18,,1.2,90,72,0,.66,,,21.9
155,2017-10-16 12:00,19,,2.3,50,67,0,1.19,,,25.5
155,2017-10-16 13:00,19.1,,1.5,90,68,0,1.13,,,24.3
155,2017-10-16 14:00,18.8,,1.5,360,67,0,.82,,,21.8
155,2017-10-16 15:00,18.9,,1.6,90,68,0,.65,,,21.4
155,2017-10-16 16:00,19,,1.3,20,67,0,.45,,,20.5
155,2017-10-16 17:00,18.6,,.9,360,68,0,.22,,,18.5
155,2017-10-16 18:00,17.9,0,1.2,20,71,0,.09,,,16.8
155,2017-10-16 19:00,17.6,,.8,340,71,,,,,15.9
155,2017-10-16 20:00,17.5,,1.3,50,67,,,,,15.5
155,2017-10-16 21:00,16.1,,.3,0,73,,,,,14.4
155,2017-10-16 22:00,16.2,,1,50,72,,,,,13.8
155,2017-10-16 23:00,15,,.5,20,77,,,,,13.6
155,2017-10-17 00:00,14.9,,.9,360,79,,,,,12.9
155,2017-10-17 01:00,14.3,,.5,180,80,,,,,12.7
155,2017-10-17 02:00,14.2,,.7,230,82,,,,,12.6
155,2017-10-17 03:00,13.7,,.6,180,86,,,,,12.6
155,2017-10-17 04:00,15,,1.5,90,81,,,,,13.2
155,2017-10-17 05:00,14.2,,.9,180,84,,,,,12.8
155,2017-10-17 06:00,14.9,,2.5,20,83,,,,,13.4
155,2017-10-17 07:00,14.3,,1,270,86,0,.06,,,13.4
155,2017-10-17 08:00,15.1,,3.6,50,83,0,.23,,,15
155,2017-10-17 09:00,15.5,,1.3,50,82,0,.37,,,16.5
155,2017-10-17 10:00,16.3,,2.5,50,78,.5,.89,,,18.6
155,2017-10-17 11:00,18.6,,1.5,90,76,.3,1.01,,,24.6
155,2017-10-17 12:00,19,,2,360,70,.3,1.33,,,22.4
155,2017-10-17 13:00,20.9,,1.7,50,65,.5,1.5,,,31.3
155,2017-10-17 14:00,20.9,,3,50,62,.8,1.69,,,25.4
155,2017-10-17 15:00,21.2,,1.7,50,59,.4,1.2,,,23.7
155,2017-10-17 16:00,21,,1.7,90,60,0,.61,,,22.4
155,2017-10-17 17:00,19.9,,3.3,70,62,0,.31,,,19.3
155,2017-10-17 18:00,19.3,,2.3,70,65,0,.08,,,17.4
155,2017-10-17 19:00,18.7,,2,70,67,,,,,16.7
155,2017-10-17 20:00,18.5,,3.5,50,67,,,,,16.3
155,2017-10-17 21:00,18.1,,3,70,69,,,,,15.6
155,2017-10-17 22:00,17.8,,2.3,70,68,,,,,15.5
155,2017-10-17 23:00,17.6,,2.4,20,67,,,,,15.1
155,2017-10-18 00:00,17.4,,2.1,50,65,,,,,14.7
155,2017-10-18 01:00,17,,2,20,64,,,,,14
155,2017-10-18 02:00,16.8,,2,20,62,,,,,14.2
155,2017-10-18 03:00,16.8,,2.6,20,62,,,,,14.2
155,2017-10-18 04:00,16.7,,3,50,61,,,,,14.3
155,2017-10-18 05:00,16.7,,2.5,50,62,,,,,14.2
155,2017-10-18 06:00,16.8,,2.7,20,61,,,,,14.6
155,2017-10-18 07:00,16.7,,1.4,70,61,0,.05,,,14.6
155,2017-10-18 08:00,16.8,,1,50,64,0,.17,,,15.9
155,2017-10-18 09:00,17.1,,1.5,50,63,0,.41,,,17.6
155,2017-10-18 10:00,17.4,,1.1,50,65,0,.47,,,18.6
155,2017-10-18 11:00,18.4,0,1.7,50,63,0,.71,,,22.2
155,2017-10-18 12:00,18.6,,2,50,64,0,1.02,,,20.9
155,2017-10-18 13:00,18.7,0,2.6,70,65,0,.42,,,19.5
155,2017-10-18 14:00,18.7,,3.8,50,64,0,.73,,,19.8
155,2017-10-18 15:00,18.3,,3.6,50,63,0,.57,,,18.9
155,2017-10-18 16:00,18.1,,4,50,63,0,.31,,,17.6
155,2017-10-18 17:00,17.8,0,2.5,50,64,0,.16,,,16.8
155,2017-10-18 18:00,17.6,,3.5,50,64,0,.07,,,16
155,2017-10-18 19:00,17.3,,1.9,20,66,,,,,15.6
155,2017-10-18 20:00,16.8,0,1.3,340,66,,,,,15.3
155,2017-10-18 21:00,16.9,,1.5,20,66,,,,,15.1
155,2017-10-18 22:00,16.8,,1.4,200,62,,,,,15.1
155,2017-10-18 23:00,16.4,0,1.5,20,64,,,,,14.4
155,2017-10-19 00:00,16.5,0,1.3,160,61,,,,,14.4
155,2017-10-19 01:00,16.1,,1.7,200,64,,,,,14.1
155,2017-10-19 02:00,16.3,,1.3,140,63,,,,,14.1
155,2017-10-19 03:00,16,,1.3,200,63,,,,,13.7
155,2017-10-19 04:00,15.6,,1.6,360,66,,,,,13.3
155,2017-10-19 05:00,15.2,,.9,70,69,,,,,12.9
155,2017-10-19 06:00,14.6,,1.5,90,74,,,,,12.5
155,2017-10-19 07:00,14.3,,.9,200,77,0,.06,,,12.9
155,2017-10-19 08:00,15.4,,.8,270,74,0,.27,,,15.7
155,2017-10-19 09:00,16.6,,1.7,70,70,.1,.68,,,18.3
155,2017-10-19 10:00,18.3,,1.7,50,66,.5,1.38,,,21.7
155,2017-10-19 11:00,19,,2,50,61,.7,1.91,,,24.6
155,2017-10-19 12:00,20.7,,2,50,60,1,2.53,,,29.5
155,2017-10-19 13:00,21,,2,20,57,.8,2.37,,,28.3
155,2017-10-19 14:00,21.2,,2.3,70,55,.3,1.25,,,30.2
155,2017-10-19 15:00,20,,1.9,50,59,.1,.46,,,22.3
155,2017-10-19 16:00,19.5,,2.9,50,60,0,.24,,,19.8
155,2017-10-19 17:00,18.8,,2.8,50,64,0,.21,,,18.3
155,2017-10-19 18:00,18.2,,2.2,50,68,0,.06,,,17.3
155,2017-10-19 19:00,17.9,,1.8,50,69,,,,,16.7
155,2017-10-19 20:00,17.4,,1.2,50,72,,,,,16.4
155,2017-10-19 21:00,17.3,,1.4,20,71,,,,,16.1
155,2017-10-19 22:00,17,,.9,320,72,,,,,15.8
155,2017-10-19 23:00,16.9,,1.2,20,72,,,,,15.1
155,2017-10-20 00:00,16.3,,1,360,75,,,,,14.2
155,2017-10-20 01:00,16,,1.4,360,76,,,,,13.6
155,2017-10-20 02:00,15.7,,.7,340,77,,,,,13.1
155,2017-10-20 03:00,15.4,,1.1,290,80,,,,,12.8
155,2017-10-20 04:00,15.3,,1,360,82,,,,,12.5
155,2017-10-20 05:00,14.1,,.7,200,84,,,,,12.2
155,2017-10-20 06:00,14.8,,.8,250,83,,,,,12.2
155,2017-10-20 07:00,14.9,,.8,110,83,0,.06,,,12.6
155,2017-10-20 08:00,16.3,,2.3,50,80,1,.5,,,18.3
155,2017-10-20 09:00,17.8,,2.5,50,74,1,1.22,,,23.5
155,2017-10-20 10:00,19.3,,2,70,66,1,1.86,,,29.2
155,2017-10-20 11:00,20.2,,2.3,50,64,1,2.27,,,30.4
155,2017-10-20 12:00,20.7,,3.5,50,62,.8,1.65,,,29.6
155,2017-10-20 13:00,22.2,,2.6,50,57,.9,2.42,,,37.9
155,2017-10-20 14:00,21.2,,2.8,50,60,.5,1.41,,,24.8
155,2017-10-20 15:00,21.8,,2.6,50,57,.5,1.27,,,28.4
155,2017-10-20 16:00,21.1,,1.9,50,54,0,.42,,,22.9
155,2017-10-20 17:00,20.4,,.8,50,49,.5,.54,,,19.4
155,2017-10-20 18:00,18,,.5,270,59,0,.08,,,15.6
155,2017-10-20 19:00,17.9,,.6,290,61,,,,,15.1
155,2017-10-20 20:00,17.7,,.9,20,66,,,,,15.9
155,2017-10-20 21:00,17.2,,.9,320,69,,,,,15.1
155,2017-10-20 22:00,17,,1.5,20,71,,,,,15.4
155,2017-10-20 23:00,15.5,,.1,0,78,,,,,13
155,2017-10-21 00:00,14.2,,.1,0,84,,,,,12
155,2017-10-21 01:00,13.7,,.2,0,84,,,,,11.5
155,2017-10-21 02:00,13.6,,.5,250,86,,,,,11.7
155,2017-10-21 03:00,13.9,,1.1,200,84,,,,,12.2
155,2017-10-21 04:00,13.5,,.9,230,88,,,,,11.9
155,2017-10-21 05:00,13.7,,.8,160,88,,,,,12.2
155,2017-10-21 06:00,14.5,,2.1,70,85,,,,,13.2
155,2017-10-21 07:00,14.2,,2.2,70,86,0,.05,,,13.7
155,2017-10-21 08:00,15.6,,3.5,50,80,1,.51,,,19.3
155,2017-10-21 09:00,17.3,,1.7,70,76,1,1.23,,,25.3
155,2017-10-21 10:00,19.3,,2.8,50,64,1,1.87,,,27.9
155,2017-10-21 11:00,20.8,,2.6,50,62,1,2.34,,,30.2
155,2017-10-21 12:00,22.1,,2.4,50,57,1,2.66,,,31.6
155,2017-10-21 13:00,22,,4.3,50,52,1,2.47,,,29.2
155,2017-10-21 14:00,22.8,,3.8,70,45,.6,1.65,,,29.3
155,2017-10-21 15:00,22.4,,3.9,50,48,1,2.04,,,27.8
155,2017-10-21 16:00,21.7,,5,50,48,1,1.42,,,24
155,2017-10-21 17:00,20.7,,3.6,50,51,.6,.52,,,20.1
155,2017-10-21 18:00,19.6,,4.3,50,54,0,.09,,,18.6
155,2017-10-21 19:00,18.7,,3.7,20,56,,,,,17.8
155,2017-10-21 20:00,17.6,,1.5,320,59,,,,,16
155,2017-10-21 21:00,17.1,,1.2,160,63,,,,,15.5
155,2017-10-21 22:00,16.5,,1,360,66,,,,,14.6
155,2017-10-21 23:00,16.7,,1.6,70,66,,,,,15.3
155,2017-10-22 00:00,16.8,,1.1,110,66,,,,,14.9
155,2017-10-22 01:00,16.8,,1.1,50,67,,,,,15
155,2017-10-22 02:00,16.2,,1.4,180,68,,,,,14.5
155,2017-10-22 03:00,16,,1.9,200,68,,,,,14.3
155,2017-10-22 04:00,16.4,,1.6,140,69,,,,,14.8
155,2017-10-22 05:00,16.1,,1.6,180,69,,,,,14.4
155,2017-10-22 06:00,16.5,,1.7,50,68,,,,,15.5
155,2017-10-22 07:00,17,,1.8,180,65,0,.05,,,15.6
155,2017-10-22 08:00,17.5,,1.9,200,63,.2,.18,,,19
155,2017-10-22 09:00,18.8,,1.8,180,62,.9,.91,,,22.8
155,2017-10-22 10:00,20.8,,3.2,70,56,.8,1.32,,,28.4
155,2017-10-22 11:00,21,,4.4,50,52,.8,1.89,,,28.5
155,2017-10-22 12:00,21.4,,7.3,50,46,1,2.57,,,26.3
155,2017-10-22 13:00,21.5,,7.4,50,47,1,2.6,,,26
155,2017-10-22 14:00,21.5,,7.8,50,46,1,2.35,,,23.9
155,2017-10-22 15:00,20.9,,7.4,50,48,.8,1.63,,,21.9
155,2017-10-22 16:00,20.4,,6.8,50,49,.6,.87,,,21.3
155,2017-10-22 17:00,19.9,,7.3,50,50,.2,.4,,,19.9
155,2017-10-22 18:00,19,,6.6,50,52,0,.1,,,18.1
155,2017-10-22 19:00,18.5,,6.3,20,51,,,,,17.8
155,2017-10-22 20:00,18.3,,4,50,53,,,,,17.3
155,2017-10-22 21:00,18.1,,4.6,20,52,,,,,17.6
155,2017-10-22 22:00,17.7,,4.7,50,52,,,,,17
155,2017-10-22 23:00,16.7,,2.6,50,55,,,,,15.8
155,2017-10-23 00:00,16.3,,2.2,180,54,,,,,15.1
155,2017-10-23 01:00,15.7,,2.3,200,55,,,,,14.7
155,2017-10-23 02:00,15.4,,2.4,180,53,,,,,13.9
155,2017-10-23 03:00,14.7,,2.2,180,54,,,,,13.1
155,2017-10-23 04:00,14,,2,230,55,,,,,12.7
155,2017-10-23 05:00,13.5,,1.5,160,52,,,,,11.8
155,2017-10-23 06:00,13.2,,1.5,200,51,,,,,11.4
155,2017-10-23 07:00,13.4,,1.2,180,50,0,.05,,,12
155,2017-10-23 08:00,14.8,,1.2,180,48,.9,.47,,,19.9
155,2017-10-23 09:00,16,,1.5,110,47,1,1.16,,,23.5
155,2017-10-23 10:00,16.4,,1.5,200,44,1,1.8,,,25.2
155,2017-10-23 11:00,16.8,,3.1,50,43,1,2.27,,,24.6
155,2017-10-23 12:00,17.3,,3.7,50,40,1,2.55,,,25.1
155,2017-10-23 13:00,17.8,,3.5,50,39,1,2.64,,,26.3
155,2017-10-23 14:00,18.5,,2.4,70,36,1,2.4,,,28.1
155,2017-10-23 15:00,18.5,,1.2,50,37,1,1.94,,,26.4
155,2017-10-23 16:00,18,,2.6,140,44,1,1.23,,,22.1
155,2017-10-23 17:00,16.2,,1.6,200,53,.3,.45,,,17
155,2017-10-23 18:00,14.5,,1.3,270,62,0,.09,,,13.5
155,2017-10-23 19:00,14.8,,1.3,230,59,,,,,13.4
155,2017-10-23 20:00,14.1,,1,270,61,,,,,12.3
155,2017-10-23 21:00,14.3,,1.3,340,61,,,,,11.9
155,2017-10-23 22:00,14.1,,.9,320,59,,,,,11.8
155,2017-10-23 23:00,14.1,,1.1,360,58,,,,,11.4
155,2017-10-24 00:00,13.8,,.4,0,59,,,,,12.1
155,2017-10-24 01:00,13.9,,1.4,360,59,,,,,12.1
155,2017-10-24 02:00,14,,1.9,360,60,,,,,12.9
155,2017-10-24 03:00,13.8,,.9,360,63,,,,,12.1
155,2017-10-24 04:00,13.7,,.9,70,66,,,,,12.6
155,2017-10-24 05:00,13.5,,.7,360,66,,,,,12.3
155,2017-10-24 06:00,13.7,,1,50,64,,,,,12.5
155,2017-10-24 07:00,13.5,,.9,70,66,0,.05,,,12.6
155,2017-10-24 08:00,13.6,,.9,90,70,.2,.22,,,14.2
155,2017-10-24 09:00,14,,1.4,70,69,.4,.73,,,18.5
155,2017-10-24 10:00,15.4,,1.8,50,62,.1,.93,,,19.1
155,2017-10-24 11:00,15.7,0,.9,50,61,.1,.92,,,19
155,2017-10-24 12:00,16,0,.8,20,62,0,.82,,,19.9
