지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),지면온도(°C)
155,2015-05-06 07:00,13.3,,.6,340,59,0,,,,11.7
155,2015-05-06 08:00,15.3,,1.1,20,48,.5,,,,15.5
155,2015-05-06 09:00,16.2,,1.5,360,39,.4,,,,17.1
155,2015-05-06 10:00,17.8,,1,50,36,0,,,,21.4
155,2015-05-06 11:00,20.2,,1.3,360,26,.6,,,,24.5
155,2015-05-06 12:00,20.9,,2.9,110,37,.3,,,,27.1
155,2015-05-06 13:00,19.8,,3.6,160,41,.7,,,,27.3
155,2015-05-06 14:00,18.6,,4.3,140,49,0,,,,25.9
155,2015-05-06 15:00,19.5,,3,140,48,0,,,,24.8
155,2015-05-06 16:00,20.4,,2.2,180,40,1,,,,26.3
155,2015-05-06 17:00,19.1,,3,140,48,0,,,,22.4
155,2015-05-06 18:00,18.6,,1.5,180,51,0,,,,20
155,2015-05-06 19:00,17.6,,1.8,250,54,0,,,,17.7
155,2015-05-06 20:00,17,,1.8,200,55,0,,,,16.3
155,2015-05-06 21:00,16.6,,1.2,320,57,,,,,15.5
155,2015-05-06 22:00,15.9,,1.1,250,58,,,,,14.9
155,2015-05-06 23:00,15.7,,.8,110,61,,,,,14.5
155,2015-05-07 00:00,15.3,,.9,70,62,,,,,14.2
155,2015-05-07 01:00,14.5,,1,250,60,,,,,13.9
155,2015-05-07 02:00,14.3,,.6,200,58,,,,,13
155,2015-05-07 03:00,13.7,,.5,270,65,,,,,12.2
155,2015-05-07 04:00,14.1,,.1,0,63,,,,,12.7
155,2015-05-07 05:00,13.7,,1.4,360,71,,,,,11.8
155,2015-05-07 06:00,14,,1,50,67,0,,,,11.6
155,2015-05-07 07:00,15.4,,1.2,340,62,.9,,,,13.7
155,2015-05-07 08:00,16.9,,1.7,20,57,1,,,,18.6
155,2015-05-07 09:00,19.6,,1,360,47,1,,,,23.9
155,2015-05-07 10:00,21.3,,2.3,50,37,1,,,,27.9
155,2015-05-07 11:00,23,,1.7,360,32,1,,,,32.2
155,2015-05-07 12:00,21.2,,5.2,160,48,1,,,,34
155,2015-05-07 13:00,20.9,,5.5,160,43,1,,,,33.8
155,2015-05-07 14:00,22,,4.7,160,35,1,,,,34
155,2015-05-07 15:00,22.9,,4.3,140,35,1,,,,33.3
155,2015-05-07 16:00,22.5,,4.4,180,32,1,,,,30.8
155,2015-05-07 17:00,21.7,,4.2,200,31,1,,,,27.8
155,2015-05-07 18:00,20.9,,2.2,230,31,1,,,,23.6
155,2015-05-07 19:00,20.1,,3.5,160,34,.5,,,,19.8
155,2015-05-07 20:00,18.6,,.8,140,40,0,,,,17.4
155,2015-05-07 21:00,16.9,,1.5,180,49,,,,,15.8
155,2015-05-07 22:00,15.9,,.6,50,53,,,,,14.8
155,2015-05-07 23:00,15.6,,.4,0,55,,,,,13.8
155,2015-05-08 00:00,15.5,,.8,290,57,,,,,13
155,2015-05-08 01:00,14.5,,.5,270,60,,,,,12.3
155,2015-05-08 02:00,14.1,,.5,50,64,,,,,12.1
155,2015-05-08 03:00,14.3,,.9,320,67,,,,,11.8
155,2015-05-08 04:00,14.6,,.5,340,62,,,,,11.5
155,2015-05-08 05:00,14.9,,1,290,54,,,,,11.3
155,2015-05-08 06:00,15,,1.1,20,55,0,,,,11.3
155,2015-05-08 07:00,16.1,,1.3,20,54,.9,,,,13.9
155,2015-05-08 08:00,17.9,,1.5,70,46,1,,,,19.2
155,2015-05-08 09:00,20.2,,1.2,360,35,1,,,,24.3
155,2015-05-08 10:00,21.8,,2.7,50,31,1,,,,28.4
155,2015-05-08 11:00,23.5,,2.2,90,32,1,,,,32.8
155,2015-05-08 12:00,23.7,,3.9,110,30,1,,,,35.5
155,2015-05-08 13:00,24.1,,3.9,140,30,1,,,,36.2
155,2015-05-08 14:00,23.4,,5.2,140,34,1,,,,34.9
155,2015-05-08 15:00,21.8,,3.2,180,32,.5,,,,29.5
155,2015-05-08 16:00,21.4,,4.2,160,34,.8,,,,29.1
155,2015-05-08 17:00,20.2,,4.1,140,39,.8,,,,24.9
155,2015-05-08 18:00,20.2,,2.5,180,35,0,,,,22
155,2015-05-08 19:00,19.5,,2,180,40,0,,,,19.6
155,2015-05-08 20:00,18.2,,1,230,46,0,,,,18.1
155,2015-05-08 21:00,18.5,,.7,270,44,,,,,17.3
155,2015-05-08 22:00,17.7,,1.3,180,51,,,,,16.8
155,2015-05-08 23:00,17.8,,1.3,290,52,,,,,16.5
155,2015-05-09 00:00,17.8,,1.2,270,51,,,,,16.2
155,2015-05-09 01:00,16.4,.1,1,320,65,,,,,16
155,2015-05-09 02:00,16.2,0,1.1,270,64,,,,,15.7
155,2015-05-09 03:00,15.7,.1,.8,20,65,,,,,15.3
155,2015-05-09 04:00,14.7,.1,.5,180,82,,,,,15.2
155,2015-05-09 05:00,14,.1,.7,270,87,,,,,14.9
155,2015-05-09 06:00,14.1,0,.8,270,89,0,,,,14.8
155,2015-05-09 07:00,14.8,,.3,0,88,0,,,,16
155,2015-05-09 08:00,16.3,.1,.7,340,81,0,,,,17.7
155,2015-05-09 09:00,17.4,,2.1,50,70,0,,,,19.9
155,2015-05-09 10:00,19.2,,1.9,20,63,0,,,,23.5
155,2015-05-09 11:00,21.2,,2.2,50,48,.8,,,,30.6
155,2015-05-09 12:00,22.6,,2.4,50,40,1,,,,34.8
155,2015-05-09 13:00,24,,1.7,50,41,1,,,,36.8
155,2015-05-09 14:00,22.7,,3.5,140,48,1,,,,34.5
155,2015-05-09 15:00,21.5,,5.2,160,49,1,,,,33.9
155,2015-05-09 16:00,19.7,,5.3,160,53,1,,,,27.5
155,2015-05-09 17:00,20.2,,3.1,160,54,.9,,,,27.3
155,2015-05-09 18:00,19.4,,3.2,180,53,1,,,,23.7
155,2015-05-09 19:00,18.2,,2.3,160,58,.5,,,,19.9
155,2015-05-09 20:00,17,,1.5,160,65,0,,,,17.6
155,2015-05-09 21:00,16.6,,1.1,180,70,,,,,16.5
155,2015-05-09 22:00,16.9,,1.4,180,71,,,,,15.9
155,2015-05-09 23:00,16.6,,.3,0,71,,,,,15.2
155,2015-05-10 00:00,15.9,,1.2,270,77,,,,,14.7
155,2015-05-10 01:00,15.3,,.7,270,80,,,,,14.2
155,2015-05-10 02:00,14.9,,.3,0,83,,,,,13.6
155,2015-05-10 03:00,14.2,,.5,250,83,,,,,13.2
155,2015-05-10 04:00,13.6,,0,0,88,,,,,12.8
155,2015-05-10 05:00,13.5,,0,0,88,,,,,12.4
155,2015-05-10 06:00,13.8,,.1,0,88,0,,,,12.6
155,2015-05-10 07:00,14.8,,.3,0,85,0,,,,15.4
155,2015-05-10 08:00,16.6,,1.5,70,76,1,,,,19.9
155,2015-05-10 09:00,18.4,,1.1,50,65,1,,,,24.3
155,2015-05-10 10:00,19.2,,3.1,140,62,.8,,,,28.2
155,2015-05-10 11:00,20,,3.7,140,56,1,,,,31.7
155,2015-05-10 12:00,20.2,,4.8,140,52,1,,,,34.1
155,2015-05-10 13:00,19.9,,5,160,51,1,,,,35.3
155,2015-05-10 14:00,19.8,,4.9,160,53,1,,,,35.1
155,2015-05-10 15:00,18.6,,5.7,160,59,1,,,,33.4
155,2015-05-10 16:00,18.9,,4.5,160,56,1,,,,30.7
155,2015-05-10 17:00,17.9,,4,180,57,1,,,,27.5
155,2015-05-10 18:00,17,,3.3,200,66,1,,,,23.4
155,2015-05-10 19:00,16.5,,2.8,200,67,.4,,,,19.6
155,2015-05-10 20:00,16,,1.9,250,70,0,,,,17.5
155,2015-05-10 21:00,15.7,,1.7,250,74,,,,,16.2
155,2015-05-10 22:00,14.9,,1.5,250,77,,,,,15.3
155,2015-05-10 23:00,14.6,,1.2,270,78,,,,,14.6
155,2015-05-11 00:00,14.3,,.8,320,78,,,,,13.9
155,2015-05-11 01:00,13.3,,.3,0,83,,,,,13.3
155,2015-05-11 02:00,13,,.6,250,84,,,,,12.9
155,2015-05-11 03:00,13.2,,1,290,84,,,,,12.6
155,2015-05-11 04:00,13.4,,.6,340,84,,,,,12.2
155,2015-05-11 05:00,13.6,,1,340,85,,,,,12
155,2015-05-11 06:00,13.9,,1.1,50,80,0,,,,12.7
155,2015-05-11 07:00,14.9,,.5,340,75,0,,,,15.2
155,2015-05-11 08:00,16.7,,1.4,90,69,.7,,,,20.5
155,2015-05-11 09:00,17,,.9,230,59,.1,,,,20.1
155,2015-05-11 10:00,18.7,,1.2,140,50,.7,,,,26
155,2015-05-11 11:00,19.1,,2.2,200,47,.4,,,,24.5
155,2015-05-11 12:00,20.1,,2.8,140,50,.1,,,,26.6
155,2015-05-11 13:00,19.4,,2.6,200,51,0,,,,23.4
155,2015-05-11 14:00,19,,3.1,180,60,0,,,,23.1
155,2015-05-11 15:00,19.2,,4.7,180,62,.2,,,,26.7
155,2015-05-11 16:00,18,,3.7,180,69,0,,,,21.9
155,2015-05-11 17:00,17.6,0,4.1,180,77,0,,,,20
155,2015-05-11 18:00,16.1,1,3.2,160,88,0,,,,17.9
155,2015-05-11 19:00,16.3,2,2.3,200,89,0,,,,17.3
155,2015-05-11 20:00,16,8.5,2.7,160,92,0,,,,16.5
155,2015-05-11 21:00,16,16,4.3,140,92,,,,,16.6
155,2015-05-11 22:00,16.2,13,4.6,180,93,,,,,16.6
155,2015-05-11 23:00,16.6,13,4.2,160,91,,,,,16.7
155,2015-05-12 00:00,16.9,8,4.3,160,91,,,,,16.8
155,2015-05-12 01:00,17.8,3.5,3.9,160,91,,,,,16.9
155,2015-05-12 02:00,18.9,3,2.9,160,91,,,,,17.3
155,2015-05-12 03:00,18.8,5,4.2,160,91,,,,,17.6
155,2015-05-12 04:00,18.5,4.5,3.3,250,86,,,,,17.7
155,2015-05-12 05:00,17.1,1,3.2,200,86,,,,,17.3
155,2015-05-12 06:00,16.3,0,4.7,230,82,0,,,,16.6
155,2015-05-12 07:00,15.3,.5,4,230,82,0,,,,15.7
155,2015-05-12 08:00,15,0,1.7,230,82,0,,,,15.9
155,2015-05-12 09:00,15.9,0,2,270,75,0,,,,17.8
155,2015-05-12 10:00,17,,1.3,200,66,0,,,,20.7
155,2015-05-12 11:00,18.9,,1.8,230,65,.3,,,,26.5
155,2015-05-12 12:00,18.3,,2.7,230,58,1,,,,29
155,2015-05-12 13:00,18.9,,4,180,49,.9,,,,28.6
155,2015-05-12 14:00,18.8,,5,180,52,1,,,,27.8
155,2015-05-12 15:00,19.2,,3.7,180,52,1,,,,27.7
155,2015-05-12 16:00,18.7,,4,180,55,1,,,,26
155,2015-05-12 17:00,18.2,,3,180,62,1,,,,22.7
155,2015-05-12 18:00,17.5,,3.6,160,67,1,,,,19.7
155,2015-05-12 19:00,17,,2.7,200,67,.2,,,,17.1
155,2015-05-12 20:00,16.5,,2.5,230,67,0,,,,15.4
155,2015-05-12 21:00,15.9,,2.9,230,71,,,,,14.5
155,2015-05-12 22:00,15.5,,1.6,230,71,,,,,13.9
155,2015-05-12 23:00,15.7,,2.3,250,69,,,,,13.8
155,2015-05-13 00:00,15.4,,3.5,180,71,,,,,13.5
155,2015-05-13 01:00,15.6,,2.1,230,71,,,,,12.9
155,2015-05-13 02:00,16,,3,230,70,,,,,12.7
155,2015-05-13 03:00,15.8,,1.6,230,70,,,,,12.5
155,2015-05-13 04:00,16.7,,1.6,20,63,,,,,12.4
155,2015-05-13 05:00,16.7,,2.8,230,61,,,,,12.1
155,2015-05-13 06:00,16.4,,1.3,270,61,0,,,,12.3
155,2015-05-13 07:00,18.2,,2.9,230,56,.9,,,,14.6
155,2015-05-13 08:00,19.7,,2.8,230,53,1,,,,19.3
155,2015-05-13 09:00,21.7,,2.9,200,48,1,,,,24
155,2015-05-13 10:00,23.6,,2.9,180,40,1,,,,27.7
155,2015-05-13 11:00,25.7,,3.4,250,29,1,,,,30.4
155,2015-05-13 12:00,26.3,,4.7,230,27,1,,,,30.6
155,2015-05-13 13:00,24.9,,5.4,180,40,1,,,,31
155,2015-05-13 14:00,25.6,,5.4,180,35,1,,,,30.5
155,2015-05-13 15:00,25.4,,5.3,160,35,1,,,,30.1
155,2015-05-13 16:00,24.9,,2.9,230,33,1,,,,28.9
155,2015-05-13 17:00,24.9,,3.1,200,33,1,,,,26
155,2015-05-13 18:00,23.9,,2.8,250,30,1,,,,22.3
155,2015-05-13 19:00,22.2,,1.8,180,32,.5,,,,18
155,2015-05-13 20:00,21.2,,2.7,230,35,0,,,,15.9
155,2015-05-13 21:00,20.2,,2.6,270,40,,,,,14.9
155,2015-05-13 22:00,20.4,,2,50,36,,,,,14.2
155,2015-05-13 23:00,19,,2.5,180,43,,,,,13.6
155,2015-05-14 00:00,16.9,,3.5,140,66,,,,,13.5
155,2015-05-14 01:00,16.3,,1.5,200,70,,,,,13.3
155,2015-05-14 02:00,15.7,,1.8,180,66,,,,,12.9
155,2015-05-14 03:00,15.5,,1.2,200,66,,,,,12.5
155,2015-05-14 04:00,15.3,,1.2,230,71,,,,,12.7
155,2015-05-14 05:00,16.8,,.8,160,74,,,,,13.6
155,2015-05-14 06:00,17.3,,1.6,180,79,0,,,,14.8
155,2015-05-14 07:00,18.1,,.7,180,79,0,,,,16.4
155,2015-05-14 08:00,19,,3.7,180,77,0,,,,18.4
155,2015-05-14 09:00,20.3,,2.6,180,77,0,,,,21.8
155,2015-05-14 10:00,21,,3.5,180,75,.9,,,,26
155,2015-05-14 11:00,22.4,,2.3,200,75,.8,,,,30.4
155,2015-05-14 12:00,21.5,,1.6,230,77,.9,,,,29.3
155,2015-05-14 13:00,21.6,,4.1,180,77,.3,,,,29.5
155,2015-05-14 14:00,22.3,,2.5,180,76,.5,,,,27.9
155,2015-05-14 15:00,22.4,,4.9,110,76,1,,,,28.8
155,2015-05-14 16:00,22.7,,4.4,160,74,1,,,,28.1
155,2015-05-14 17:00,22.4,,3.3,180,73,1,,,,26.7
155,2015-05-14 18:00,21.5,,2.1,230,76,1,,,,23.7
155,2015-05-14 19:00,19.9,,3.4,200,82,.4,,,,20.4
155,2015-05-14 20:00,19.2,,2.3,140,85,0,,,,18.9
155,2015-05-14 21:00,18.4,,4,140,87,,,,,18.1
155,2015-05-14 22:00,18.2,,2.2,160,87,,,,,18.1
155,2015-05-14 23:00,18.4,,1.6,180,86,,,,,17.6
155,2015-05-15 00:00,18.2,,2.3,180,86,,,,,17.1
155,2015-05-15 01:00,17.7,,2.7,180,88,,,,,16.9
155,2015-05-15 02:00,17.6,,.9,140,88,,,,,16.6
155,2015-05-15 03:00,17.6,,3.2,140,89,,,,,16.4
155,2015-05-15 04:00,17.2,,.9,230,90,,,,,16.1
155,2015-05-15 05:00,16.8,,.3,0,91,,,,,15.8
155,2015-05-15 06:00,16.7,,.5,320,91,0,,,,16.1
155,2015-05-15 07:00,17.6,,2,160,91,0,,,,17.8
155,2015-05-15 08:00,18.2,,.6,180,88,0,,,,19.7
155,2015-05-15 09:00,19.8,,4.1,140,84,.4,,,,25
155,2015-05-15 10:00,20.9,,4.4,110,80,1,,,,27.2
155,2015-05-15 11:00,22.4,,3.7,140,77,1,,,,29
155,2015-05-15 12:00,23.9,,2.6,160,70,1,,,,30.8
155,2015-05-15 13:00,24.2,,4.3,140,69,.2,,,,29.4
155,2015-05-15 14:00,22.3,,4.7,140,74,.4,,,,29.3
155,2015-05-15 15:00,20.9,,5.9,110,78,.4,,,,26.8
155,2015-05-15 16:00,21.6,,2.9,160,76,0,,,,24.7
155,2015-05-15 17:00,20.9,,3,160,78,0,,,,23.7
155,2015-05-15 18:00,20.7,,2.3,200,77,0,,,,22.6
155,2015-05-15 19:00,19.5,,2.6,160,83,0,,,,20.3
155,2015-05-15 20:00,19,,2.8,140,85,0,,,,19.2
155,2015-05-15 21:00,17.7,,3,160,89,,,,,18.6
155,2015-05-15 22:00,17.3,.1,2.6,140,91,,,,,18.4
155,2015-05-15 23:00,17.6,.4,1.1,140,91,,,,,18.5
155,2015-05-16 00:00,17,0,.8,160,91,,,,,18.2
155,2015-05-16 01:00,17.2,.5,.8,110,92,,,,,18.1
155,2015-05-16 02:00,16.9,0,1.3,140,93,,,,,18
155,2015-05-16 03:00,16.9,,.7,160,93,,,,,17.9
155,2015-05-16 04:00,16.5,,2.3,160,93,,,,,17.5
155,2015-05-16 05:00,16,,1.9,160,93,,,,,17
155,2015-05-16 06:00,15.7,,2.2,160,93,0,,,,16.2
155,2015-05-16 07:00,16.4,,2.1,160,91,.3,,,,17.9
155,2015-05-16 08:00,17.6,,2.3,160,87,1,,,,21.6
155,2015-05-16 09:00,19.3,,2.8,110,79,1,,,,26.1
155,2015-05-16 10:00,19.3,,3,140,81,1,,,,27.2
155,2015-05-16 11:00,18.8,,4.6,160,79,1,,,,28.6
155,2015-05-16 12:00,19.2,,4.8,160,77,1,,,,29.7
155,2015-05-16 13:00,18.5,,5.4,160,77,1,,,,29
155,2015-05-16 14:00,18.8,,5.2,160,74,1,,,,30.1
155,2015-05-16 15:00,18.3,,5.7,160,75,1,,,,28.8
155,2015-05-16 16:00,18,,5.3,160,76,1,,,,26.7
155,2015-05-16 17:00,17.3,,5.3,140,78,1,,,,23.8
155,2015-05-16 18:00,16.5,,4.9,140,83,.6,,,,19.8
155,2015-05-16 19:00,16.4,,3.3,160,85,0,,,,17.8
155,2015-05-16 20:00,16.5,,2.2,200,86,0,,,,16.8
155,2015-05-16 21:00,17,,1.6,160,85,,,,,17.5
155,2015-05-16 22:00,16.6,,.5,250,86,,,,,17.5
155,2015-05-16 23:00,16,,.3,0,88,,,,,16.9
155,2015-05-17 00:00,14.9,,1,270,91,,,,,15.4
155,2015-05-17 01:00,14.2,,.8,270,92,,,,,14.1
155,2015-05-17 02:00,14.8,,.5,270,92,,,,,15.2
155,2015-05-17 03:00,14.6,,1.1,290,92,,,,,13.4
155,2015-05-17 04:00,14.5,,.9,340,88,,,,,12.6
155,2015-05-17 05:00,13.4,,1.2,320,88,,,,,12
155,2015-05-17 06:00,13.7,,1.4,320,86,.3,,,,11.9
155,2015-05-17 07:00,15,,1.1,20,83,1,,,,15
155,2015-05-17 08:00,16.2,,1.4,360,76,1,,,,20.7
155,2015-05-17 09:00,19.2,,1.2,50,60,1,,,,24.8
155,2015-05-17 10:00,21.4,,.9,180,34,1,,,,25.3
155,2015-05-17 11:00,22.6,,3.1,70,29,.8,,,,28.3
155,2015-05-17 12:00,24,,1.9,360,28,1,,,,31.5
155,2015-05-17 13:00,26.1,,1.3,340,19,1,,,,32.9
155,2015-05-17 14:00,24.5,,3.6,160,23,1,,,,28.8
155,2015-05-17 15:00,23.2,,4.2,140,34,.6,,,,27.7
155,2015-05-17 16:00,22.8,,4.1,140,27,.7,,,,26.3
155,2015-05-17 17:00,23.2,,2.6,180,19,1,,,,24.4
155,2015-05-17 18:00,22.1,,2.1,180,27,.1,,,,20.8
155,2015-05-17 19:00,21.2,,1.6,230,29,0,,,,18.1
155,2015-05-17 20:00,18.9,,.9,70,44,0,,,,16.1
155,2015-05-17 21:00,18.8,,.3,0,35,,,,,15.5
155,2015-05-17 22:00,18.1,,.2,0,41,,,,,14.7
155,2015-05-17 23:00,16.8,,.5,270,39,,,,,14.3
155,2015-05-18 00:00,16.6,,.5,270,45,,,,,14.4
155,2015-05-18 01:00,16.4,,.2,0,39,,,,,14.5
155,2015-05-18 02:00,17.2,,.4,0,37,,,,,14.4
155,2015-05-18 03:00,16.7,,.7,160,50,,,,,14.1
155,2015-05-18 04:00,15.7,,.7,250,58,,,,,14.3
155,2015-05-18 05:00,15.9,,.6,140,58,,,,,14.2
155,2015-05-18 06:00,15.6,,.5,230,51,0,,,,14.3
155,2015-05-18 07:00,16.1,,.8,270,58,0,,,,14.8
155,2015-05-18 08:00,16,.1,.4,0,67,0,,,,16.4
155,2015-05-18 09:00,17.2,0,.6,20,58,0,,,,17.8
155,2015-05-18 10:00,14.5,.9,1.7,340,67,0,,,,15.9
155,2015-05-18 11:00,14.1,2,.7,270,86,0,,,,18
155,2015-05-18 12:00,14.6,2,.8,200,85,0,,,,18.7
155,2015-05-18 13:00,14.1,3,1.4,360,87,0,,,,18.1
155,2015-05-18 14:00,14,4,1,50,90,0,,,,17.6
155,2015-05-18 15:00,14.2,1.5,1.3,20,89,0,,,,17.7
155,2015-05-18 16:00,14.3,4,1.2,50,90,0,,,,16.6
155,2015-05-18 17:00,14.6,.5,1.2,50,89,0,,,,16.6
155,2015-05-18 18:00,14.9,.5,2,50,87,0,,,,16.2
155,2015-05-18 19:00,14.9,0,1.9,20,88,0,,,,15.8
155,2015-05-18 20:00,14.8,,2.5,50,89,0,,,,15.5
155,2015-05-18 21:00,14.7,0,.6,360,91,,,,,15.5
155,2015-05-18 22:00,14.9,,1,360,90,,,,,15
155,2015-05-18 23:00,14.4,,.5,200,92,,,,,14.6
155,2015-05-19 00:00,14.2,,.2,0,93,,,,,14.4
155,2015-05-19 01:00,14.4,,.1,0,93,,,,,14
155,2015-05-19 02:00,14.5,,1.4,50,92,,,,,14.8
155,2015-05-19 03:00,14.3,,2.1,50,92,,,,,14.8
155,2015-05-19 04:00,14.3,,1.6,70,91,,,,,14.6
155,2015-05-19 05:00,13.9,,1,290,91,,,,,13.6
155,2015-05-19 06:00,14,,1.4,340,90,0,,,,14.1
155,2015-05-19 07:00,14.8,,1.5,50,89,0,,,,16.2
155,2015-05-19 08:00,16.1,,1.4,340,83,.7,,,,20.6
155,2015-05-19 09:00,17.2,,2.3,50,79,1,,,,24.4
155,2015-05-19 10:00,19.2,,1.5,50,70,1,,,,28.8
155,2015-05-19 11:00,22.7,,1.1,50,63,1,,,,32.1
155,2015-05-19 12:00,24.2,,1.9,110,51,1,,,,33.9
155,2015-05-19 13:00,24.5,,3.5,110,58,1,,,,34.2
155,2015-05-19 14:00,22.9,,4.7,160,55,1,,,,33.1
155,2015-05-19 15:00,23.3,,3,160,56,1,,,,32.4
155,2015-05-19 16:00,22.9,,4.4,140,57,1,,,,29.8
155,2015-05-19 17:00,23.1,,3.6,160,58,1,,,,27.8
155,2015-05-19 18:00,22.3,,3.3,200,57,1,,,,23.9
155,2015-05-19 19:00,20.9,,2.1,250,63,.6,,,,20.6
155,2015-05-19 20:00,20,,1,250,71,0,,,,19
155,2015-05-19 21:00,19,,.7,50,77,,,,,17.8
155,2015-05-19 22:00,18.8,,.7,70,78,,,,,17
155,2015-05-19 23:00,18.2,,.7,360,81,,,,,16.3
155,2015-05-20 00:00,17.5,,1,270,84,,,,,15.8
155,2015-05-20 01:00,16.5,,.3,0,88,,,,,15.4
155,2015-05-20 02:00,16.1,,.6,270,88,,,,,15
155,2015-05-20 03:00,18.3,,1.2,70,77,,,,,15
155,2015-05-20 04:00,18.2,,2.1,50,69,,,,,14.9
155,2015-05-20 05:00,17.7,,1.7,20,66,,,,,14.3
155,2015-05-20 06:00,17.2,,.8,110,50,0,,,,13.6
155,2015-05-20 07:00,19.1,,1.2,50,41,1,,,,16
155,2015-05-20 08:00,19.7,,3.4,50,34,1,,,,19.2
155,2015-05-20 09:00,20.3,,4,50,30,1,,,,22.4
155,2015-05-20 10:00,21,,4.3,50,28,1,,,,25.2
155,2015-05-20 11:00,21.9,,4,70,29,1,,,,27.9
155,2015-05-20 12:00,23.9,,2.4,50,31,1,,,,31.3
155,2015-05-20 13:00,23.5,,2.6,70,27,1,,,,32.7
155,2015-05-20 14:00,24,,2.2,70,29,1,,,,29.7
155,2015-05-20 15:00,24.4,,3.3,200,28,1,,,,30.7
155,2015-05-20 16:00,22.8,,3.5,200,29,1,,,,25.9
155,2015-05-20 17:00,22.5,,1.7,230,33,.8,,,,23.6
155,2015-05-20 18:00,20.9,,4.2,160,42,.9,,,,22.5
155,2015-05-20 19:00,18.4,,3.1,200,53,.6,,,,17.7
155,2015-05-20 20:00,17.2,,3,200,59,0,,,,15.7
155,2015-05-20 21:00,15.9,,1.6,250,64,,,,,14.9
155,2015-05-20 22:00,15.3,,1.3,250,68,,,,,14.1
155,2015-05-20 23:00,15.1,,.7,270,69,,,,,13.6
155,2015-05-21 00:00,14.3,,.3,0,77,,,,,13.1
155,2015-05-21 01:00,13.9,,.7,320,78,,,,,12.5
155,2015-05-21 02:00,13.3,,.4,0,80,,,,,11.9
155,2015-05-21 03:00,12.9,,.2,0,82,,,,,11.6
155,2015-05-21 04:00,13,,.1,0,79,,,,,11.3
155,2015-05-21 05:00,13,,1.1,270,79,,,,,11
155,2015-05-21 06:00,14.2,,.4,0,70,.4,,,,11.3
155,2015-05-21 07:00,15.9,,1.2,20,60,1,,,,14.6
155,2015-05-21 08:00,18.3,,1.5,340,52,1,,,,19.9
155,2015-05-21 09:00,19.6,,2.5,50,46,1,,,,24.3
155,2015-05-21 10:00,21.8,,2.5,50,40,1,,,,27.9
155,2015-05-21 11:00,23.3,,2,70,34,1,,,,31.5
155,2015-05-21 12:00,24.8,,2.6,70,27,1,,,,33.3
155,2015-05-21 13:00,25.4,,2.3,160,27,1,,,,34.2
155,2015-05-21 14:00,26,,3.7,160,29,1,,,,33.6
155,2015-05-21 15:00,25,,4.5,200,29,1,,,,32
155,2015-05-21 16:00,24.8,,4.1,180,28,1,,,,29.9
155,2015-05-21 17:00,24.1,,3.5,200,31,1,,,,26.8
155,2015-05-21 18:00,22.7,,1.9,180,33,.9,,,,22.6
155,2015-05-21 19:00,21.8,,1.2,180,38,.5,,,,20.2
155,2015-05-21 20:00,20.5,,2.8,110,41,0,,,,17.6
155,2015-05-21 21:00,19.1,,.7,230,48,,,,,16.8
155,2015-05-21 22:00,18.4,,1.3,160,53,,,,,15.9
155,2015-05-21 23:00,17.9,,1.2,180,58,,,,,15.3
155,2015-05-22 00:00,17.2,,.4,0,63,,,,,15.5
155,2015-05-22 01:00,17.9,,.7,340,59,,,,,15.4
155,2015-05-22 02:00,17.9,,.8,320,59,,,,,15.1
155,2015-05-22 03:00,16.7,,.8,270,65,,,,,15
155,2015-05-22 04:00,16.5,,.8,340,63,,,,,14.7
155,2015-05-22 05:00,16.5,,.8,270,62,,,,,14.4
155,2015-05-22 06:00,17.1,,.3,0,61,0,,,,14.6
155,2015-05-22 07:00,18.9,,.6,90,55,.8,,,,17
155,2015-05-22 08:00,21,,.7,50,41,1,,,,22.2
155,2015-05-22 09:00,23.4,,1.9,90,32,1,,,,26.7
155,2015-05-22 10:00,24.9,,2.5,110,27,1,,,,29.2
155,2015-05-22 11:00,25.5,,2.7,140,33,1,,,,30.6
155,2015-05-22 12:00,26.5,,4.2,140,31,1,,,,33.6
155,2015-05-22 13:00,26.3,,4.9,110,32,1,,,,35.3
155,2015-05-22 14:00,26.7,,4.8,180,28,1,,,,34.6
155,2015-05-22 15:00,25.7,,5.1,180,28,1,,,,33.9
155,2015-05-22 16:00,24.6,,5.2,180,29,1,,,,29.9
155,2015-05-22 17:00,23.5,,5.3,180,32,1,,,,26.2
155,2015-05-22 18:00,22.4,,3.2,180,38,0,,,,22.7
155,2015-05-22 19:00,21,,2.3,140,46,0,,,,20.1
155,2015-05-22 20:00,19.7,,1.1,140,48,0,,,,18.2
155,2015-05-22 21:00,18.9,,.3,0,50,,,,,17.4
155,2015-05-22 22:00,18.3,,.6,180,53,,,,,16.8
155,2015-05-22 23:00,18.2,,.1,0,57,,,,,16.4
155,2015-05-23 00:00,17.7,,.3,0,59,,,,,16.3
155,2015-05-23 01:00,17.6,,1.4,160,64,,,,,16
155,2015-05-23 02:00,17.2,,.9,250,64,,,,,15.9
155,2015-05-23 03:00,17.1,,1.1,270,63,,,,,15.8
155,2015-05-23 04:00,16.9,,.6,250,66,,,,,15.8
155,2015-05-23 05:00,16.9,,.4,0,65,,,,,15.9
155,2015-05-23 06:00,17.2,,.5,160,64,0,,,,15.9
