지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),지면온도(°C)
155,2019-01-03 21:00,1.1,,.7,270,26,,,,,-2.9
155,2019-01-03 22:00,1.2,,.7,270,24,,,,,-3.3
155,2019-01-03 23:00,.1,,.3,0,30,,,,,-3.6
155,2019-01-04 00:00,-.9,,.8,360,36,,,,,-4
155,2019-01-04 01:00,-1,,.4,0,32,,,,,-3.9
155,2019-01-04 02:00,-1,,1.5,360,29,,,,,-3.8
155,2019-01-04 03:00,-1.3,,.9,340,29,,,,,-4
155,2019-01-04 04:00,-.8,,1.4,340,30,,,,,-3.8
155,2019-01-04 05:00,-2.3,,.9,320,31,,,,,-4.4
155,2019-01-04 06:00,-1.9,,1.2,20,35,,,,,-4.9
155,2019-01-04 07:00,-2.1,,1.5,20,33,,,,,-4.7
155,2019-01-04 08:00,-2.4,,.9,360,34,.3,.08,,,-4.5
155,2019-01-04 09:00,-.1,,1.2,110,31,1,.5,,,-1.8
155,2019-01-04 10:00,1.1,,1.3,50,26,1,1.04,,,-.7
155,2019-01-04 11:00,3,,2.3,50,20,.9,1.41,,,1.9
155,2019-01-04 12:00,4,,1.7,50,15,.8,1.66,,,2.6
155,2019-01-04 13:00,5,,.4,0,15,0,.7,,,2.1
155,2019-01-04 14:00,5.2,,1.6,20,17,.1,.84,,,3.9
155,2019-01-04 15:00,5.6,,.3,0,16,.2,.74,,,4.5
155,2019-01-04 16:00,5.5,,.3,0,19,0,.36,,,3.3
155,2019-01-04 17:00,5.2,,0,0,23,0,.19,,,2.1
155,2019-01-04 18:00,4.7,,.6,270,25,0,.06,,,.5
155,2019-01-04 19:00,4,,.2,0,30,,,,,.5
155,2019-01-04 20:00,4.4,,.6,250,29,,,,,.2
155,2019-01-04 21:00,4.7,,1.7,340,22,,,,,.3
155,2019-01-04 22:00,4,,1.7,360,30,,,,,.2
155,2019-01-04 23:00,3.7,,2.3,340,34,,,,,.2
155,2019-01-05 00:00,3.5,,2.5,360,38,,,,,.3
155,2019-01-05 01:00,3.4,,2.1,50,42,,,,,.3
155,2019-01-05 02:00,3.2,,4.5,50,46,,,,,.5
155,2019-01-05 03:00,2.6,,3.2,70,52,,,,,.4
155,2019-01-05 04:00,2.5,,3.3,50,55,,,,,0
155,2019-01-05 05:00,2.5,,1.7,270,54,,,,,.2
155,2019-01-05 06:00,2.5,,1.8,230,55,,,,,0
155,2019-01-05 07:00,2.5,,1.5,200,56,,,,,0
155,2019-01-05 08:00,2.3,,1.4,200,58,0,.05,,,-.5
155,2019-01-05 09:00,2.3,,1.5,50,60,0,.24,,,.6
155,2019-01-05 10:00,2.6,,1.2,140,60,0,.36,,,2.1
155,2019-01-05 11:00,2.9,,2.5,20,59,0,.62,,,3.8
155,2019-01-05 12:00,3.6,,2.6,50,56,0,.84,,,5.1
155,2019-01-05 13:00,4.9,,3.6,50,41,0,.91,,,5.5
155,2019-01-05 14:00,7.3,,2.9,70,27,.8,1.59,,,9.1
155,2019-01-05 15:00,7.5,,2.4,230,26,1,1.56,,,8.5
155,2019-01-05 16:00,7.1,,2.1,250,23,1,.94,,,4.6
155,2019-01-05 17:00,6,,1,250,19,.5,.36,,,1.6
155,2019-01-05 18:00,4.5,,.9,140,21,0,.06,,,-.8
155,2019-01-05 19:00,4.3,,.8,250,16,,,,,-.8
155,2019-01-05 20:00,3.6,,1,230,11,,,,,-1.3
155,2019-01-05 21:00,2,,.5,290,14,,,,,-1.9
155,2019-01-05 22:00,1.4,,1.3,320,18,,,,,-2.1
155,2019-01-05 23:00,1,,1.5,20,21,,,,,-2.5
155,2019-01-06 00:00,.6,,.7,110,21,,,,,-2.9
155,2019-01-06 01:00,-.1,,1.9,360,23,,,,,-3.1
155,2019-01-06 02:00,-.4,,1.3,20,26,,,,,-3
155,2019-01-06 03:00,-.5,,2.4,20,27,,,,,-2.5
155,2019-01-06 04:00,-1.2,,.6,320,29,,,,,-2.7
155,2019-01-06 05:00,-.8,,.8,340,28,,,,,-2.8
155,2019-01-06 06:00,-1.2,,3.5,20,32,,,,,-2.5
155,2019-01-06 07:00,-1.2,,1.9,360,32,,,,,-2.8
155,2019-01-06 08:00,-1.4,,3,20,34,0,.06,,,-2.7
155,2019-01-06 09:00,-1,,3.8,20,33,.1,.28,,,-1.7
155,2019-01-06 10:00,0,,2.7,50,32,.2,.52,,,-1.3
155,2019-01-06 11:00,1.8,,2.9,50,29,1,1.44,,,.7
155,2019-01-06 12:00,3.7,,3.7,50,22,1,1.96,,,4.2
155,2019-01-06 13:00,5.1,,2.4,50,26,1,2.09,,,9.6
155,2019-01-06 14:00,6.1,,2.5,20,26,1,1.99,,,11.1
155,2019-01-06 15:00,6.8,,3.7,50,15,1,1.65,,,9.5
155,2019-01-06 16:00,6.7,,2,50,14,1,1.12,,,4.4
155,2019-01-06 17:00,5.6,,.7,200,7,.6,.42,,,1.1
155,2019-01-06 18:00,4.2,,1,250,9,0,.06,,,-.6
155,2019-01-06 19:00,3.7,,.4,0,9,,,,,-1.2
155,2019-01-06 20:00,3.2,,.1,0,16,,,,,-1.9
155,2019-01-06 21:00,2.5,,1.4,200,14,,,,,-2.1
155,2019-01-06 22:00,1.4,,.4,0,18,,,,,-2.3
155,2019-01-06 23:00,1.5,,1,230,20,,,,,-2.1
155,2019-01-07 00:00,1.1,,1.2,270,22,,,,,-2.3
155,2019-01-07 01:00,-.4,,.4,0,30,,,,,-3.2
155,2019-01-07 02:00,-1.5,,.3,0,28,,,,,-3.6
155,2019-01-07 03:00,-1.3,,.5,230,30,,,,,-3.4
155,2019-01-07 04:00,-1.3,,1.3,90,37,,,,,-3.5
155,2019-01-07 05:00,-1.4,,.7,230,36,,,,,-3.7
155,2019-01-07 06:00,-2.6,,.9,160,41,,,,,-4
155,2019-01-07 07:00,-2.6,,.5,230,41,,,,,-4.1
155,2019-01-07 08:00,-2.5,,1.2,200,43,.1,.07,,,-4.1
155,2019-01-07 09:00,.2,,.9,180,35,.9,.42,,,-1.9
155,2019-01-07 10:00,2,,2.2,50,23,1,1.04,,,-.6
155,2019-01-07 11:00,3,,4.2,20,17,1,1.45,,,1.1
155,2019-01-07 12:00,3.9,,3.4,50,20,1,1.78,,,3.7
155,2019-01-07 13:00,4.8,,3.6,50,18,1,1.9,,,7.1
155,2019-01-07 14:00,5.9,,2.2,20,20,1,1.84,,,8.9
155,2019-01-07 15:00,6.3,,2.5,20,21,1,1.52,,,8.4
155,2019-01-07 16:00,6.8,,1.6,340,18,1,.99,,,4.5
155,2019-01-07 17:00,5.2,,1.4,200,21,.6,.42,,,2
155,2019-01-07 18:00,3.9,,.8,250,26,0,.07,,,-.8
155,2019-01-07 19:00,4.1,,2.2,360,30,,,,,-.7
155,2019-01-07 20:00,3.8,,2,20,32,,,,,-.8
155,2019-01-07 21:00,3.4,,1.8,320,35,,,,,-.8
155,2019-01-07 22:00,2.8,,3.1,340,37,,,,,-.9
155,2019-01-07 23:00,2.6,,1.7,360,40,,,,,-.9
155,2019-01-08 00:00,2,,.8,320,44,,,,,-1
155,2019-01-08 01:00,1,,.7,270,48,,,,,-1.2
155,2019-01-08 02:00,1.1,,1,200,48,,,,,-1.5
155,2019-01-08 03:00,.9,,2.2,20,52,,,,,-1.6
155,2019-01-08 04:00,.4,,2.2,20,56,,,,,-1.7
155,2019-01-08 05:00,.1,,1.8,50,59,,,,,-1.8
155,2019-01-08 06:00,.1,,1,320,60,,,,,-1.7
155,2019-01-08 07:00,.2,,.9,230,56,,,,,-1.9
155,2019-01-08 08:00,-.1,,1,270,58,0,.07,,,-1.9
155,2019-01-08 09:00,1.2,,1.4,230,54,.7,.4,,,-1.2
155,2019-01-08 10:00,2.6,,1.3,180,48,1,1.03,,,.1
155,2019-01-08 11:00,3,,2.5,20,46,1,1.54,,,6.4
155,2019-01-08 12:00,4.4,,2.9,50,40,1,1.88,,,9.6
155,2019-01-08 13:00,5.9,,3.4,50,33,1,1.99,,,11.6
155,2019-01-08 14:00,6.2,,2.9,20,32,1,1.87,,,11.3
155,2019-01-08 15:00,6.1,,2.6,50,35,1,1.27,,,8.4
155,2019-01-08 16:00,5.3,,1.6,50,34,1,.95,,,5.5
155,2019-01-08 17:00,4.8,,1.1,340,32,.6,.43,,,2.5
155,2019-01-08 18:00,3.6,,1.9,20,28,0,.07,,,.5
155,2019-01-08 19:00,2.6,,2.9,360,30,,,,,-.7
155,2019-01-08 20:00,1.4,,2.1,50,33,,,,,-.9
155,2019-01-08 21:00,-.4,,1.5,200,24,,,,,-1.4
155,2019-01-08 22:00,-1.3,,1.3,160,29,,,,,-1.9
155,2019-01-08 23:00,-1.7,,.9,140,33,,,,,-2.3
155,2019-01-09 00:00,-2.1,,.7,200,33,,,,,-2.8
155,2019-01-09 01:00,-2,,1.6,90,34,,,,,-2.7
155,2019-01-09 02:00,-2.4,,1.3,340,38,,,,,-2.8
155,2019-01-09 03:00,-2.6,,1.5,250,40,,,,,-2.8
155,2019-01-09 04:00,-3,,1.9,160,41,,,,,-3
155,2019-01-09 05:00,-3.7,,2.6,70,30,,,,,-3.3
155,2019-01-09 06:00,-4.1,,2.1,360,34,,,,,-3.2
155,2019-01-09 07:00,-4.2,,1.7,340,34,,,,,-3.2
155,2019-01-09 08:00,-4.3,,1.3,70,35,0,.07,,,-3.3
155,2019-01-09 09:00,-3.8,,4.4,50,35,.7,.48,,,-1.9
155,2019-01-09 10:00,-2.9,,5.4,50,32,1,.92,,,-1.3
155,2019-01-09 11:00,-1.3,,5.2,50,31,1,1.56,,,.4
155,2019-01-09 12:00,.2,,4.5,50,31,1,1.95,,,3
155,2019-01-09 13:00,2.2,,3,20,31,.9,1.7,,,6
155,2019-01-09 14:00,3,,2,20,32,.2,1.23,,,7.7
155,2019-01-09 15:00,2.7,,1.9,20,32,.1,.88,,,5.4
155,2019-01-09 16:00,3,,1.5,50,35,.2,.6,,,3.6
155,2019-01-09 17:00,2.6,,1.2,20,35,.3,.35,,,1
155,2019-01-09 18:00,1.9,,1,340,37,0,.07,,,-1.5
155,2019-01-09 19:00,1,,.2,0,39,,,,,-1.1
155,2019-01-09 20:00,.8,,0,0,41,,,,,-1.1
155,2019-01-09 21:00,.7,,1,360,45,,,,,-1.6
155,2019-01-09 22:00,-.1,,0,0,50,,,,,-1.9
155,2019-01-09 23:00,-.7,,.5,320,55,,,,,-2.1
155,2019-01-10 00:00,.1,,.6,340,47,,,,,-1.8
155,2019-01-10 01:00,.2,,.8,320,45,,,,,-1.8
155,2019-01-10 02:00,-.1,,0,0,48,,,,,-2
155,2019-01-10 03:00,-.1,,.4,0,50,,,,,-1.6
155,2019-01-10 04:00,-.2,,.8,20,47,,,,,-1.5
155,2019-01-10 05:00,-.2,,1.6,20,44,,,,,-1.4
155,2019-01-10 06:00,0,,2.3,20,41,,,,,-1.4
155,2019-01-10 07:00,0,,.7,160,40,,,,,-1.3
155,2019-01-10 08:00,.2,,0,0,39,0,.06,,,-1.3
155,2019-01-10 09:00,1.1,,.1,0,36,0,.23,,,-1
155,2019-01-10 10:00,2.1,,2.6,360,29,0,.6,,,.8
155,2019-01-10 11:00,3.1,,2.5,20,27,.1,.96,,,5.4
155,2019-01-10 12:00,4.4,,3.9,20,26,.7,1.58,,,11.3
155,2019-01-10 13:00,6.2,,2.2,20,25,1,2.03,,,15.1
155,2019-01-10 14:00,7.6,,1.8,50,22,1,1.95,,,16.5
155,2019-01-10 15:00,7.2,,3.6,50,22,1,1.62,,,13.2
155,2019-01-10 16:00,7,,1.8,230,30,1,1.12,,,7.1
155,2019-01-10 17:00,5.3,,1.6,20,41,.6,.44,,,3.5
155,2019-01-10 18:00,4,,1.9,230,47,0,.07,,,1.3
155,2019-01-10 19:00,3.2,,1,160,52,,,,,-.2
155,2019-01-10 20:00,2.8,,1.6,20,55,,,,,-.9
155,2019-01-10 21:00,2.1,,1.2,180,56,,,,,-1.7
155,2019-01-10 22:00,1.9,,1.2,180,58,,,,,-1.7
155,2019-01-10 23:00,1.6,,1.4,180,57,,,,,-1.9
155,2019-01-11 00:00,.7,,2.3,70,60,,,,,-1.9
155,2019-01-11 01:00,.8,,5.3,50,57,,,,,-1.8
155,2019-01-11 02:00,.8,,3.2,340,57,,,,,-1.7
155,2019-01-11 03:00,.9,,3.2,360,56,,,,,-1.8
155,2019-01-11 04:00,.6,,4.8,50,60,,,,,-1.8
155,2019-01-11 05:00,.2,,3.5,50,60,,,,,-2.3
155,2019-01-11 06:00,-.1,,2.1,320,61,,,,,-2.7
155,2019-01-11 07:00,-.2,,3.6,50,64,,,,,-2.8
155,2019-01-11 08:00,-.2,,3.1,50,64,0,.07,,,-2.7
155,2019-01-11 09:00,.3,,1.4,50,65,.3,.31,,,-1.3
155,2019-01-11 10:00,1.1,,3.1,20,61,.4,.57,,,1.1
155,2019-01-11 11:00,2.6,,4.5,50,55,.3,1.06,,,7.9
155,2019-01-11 12:00,3.7,,3.6,20,51,1,1.76,,,11.2
155,2019-01-11 13:00,5.9,,3,50,46,1,1.93,,,15.4
155,2019-01-11 14:00,8.2,,1,50,40,1,1.8,,,17.9
155,2019-01-11 15:00,8.3,,.7,360,42,1,1.48,,,15.8
155,2019-01-11 16:00,8.5,,.3,0,42,1,.99,,,8.9
155,2019-01-11 17:00,7.2,,0,0,48,.3,.32,,,5
155,2019-01-11 18:00,5.8,,0,0,56,0,.07,,,1.5
155,2019-01-11 19:00,5.1,,0,0,58,,,,,1.1
155,2019-01-11 20:00,5.3,,1.6,360,57,,,,,1.2
155,2019-01-11 21:00,4.9,,.6,320,59,,,,,1.2
155,2019-01-11 22:00,5,,0,0,57,,,,,1.8
155,2019-01-11 23:00,5.5,,.2,0,54,,,,,2.3
155,2019-01-12 00:00,4.7,0,.1,0,63,,,,,2.5
155,2019-01-12 01:00,3.7,,.7,360,73,,,,,2.2
155,2019-01-12 02:00,3.9,,2.3,20,74,,,,,2.2
155,2019-01-12 03:00,3,.7,.7,20,92,,,,,2.2
155,2019-01-12 04:00,2.6,,.5,230,96,,,,,2.2
155,2019-01-12 05:00,2.8,,.5,250,96,,,,,2.3
155,2019-01-12 06:00,2.8,1,.9,250,96,,,,,2.5
155,2019-01-12 07:00,3.1,,1.8,360,95,,,,,2.3
155,2019-01-12 08:00,2.9,,.8,340,95,0,.06,,,2.5
155,2019-01-12 09:00,3.1,1.1,1.6,20,95,0,.08,,,2.8
155,2019-01-12 10:00,3.3,,1.6,20,94,0,.23,,,4.3
155,2019-01-12 11:00,3.6,,3.3,20,94,0,.58,,,6.9
155,2019-01-12 12:00,4.2,.2,3.6,20,92,0,1.28,,,9.1
155,2019-01-12 13:00,4.5,,3.2,20,91,.1,1.02,,,9.4
155,2019-01-12 14:00,4.4,,4.2,20,90,0,.71,,,7.8
155,2019-01-12 15:00,5,,2.9,20,88,0,.6,,,7.1
155,2019-01-12 16:00,5.3,,4.4,50,83,.3,.58,,,4.8
155,2019-01-12 17:00,5.6,,2.2,360,76,.6,.42,,,3.3
155,2019-01-12 18:00,5.1,,2.6,20,77,0,.08,,,1.7
155,2019-01-12 19:00,5,,2.9,50,79,,,,,1.4
155,2019-01-12 20:00,5,,2.1,360,76,,,,,.8
155,2019-01-12 21:00,4.7,,1.2,20,70,,,,,0
155,2019-01-12 22:00,4.7,,3,50,67,,,,,.1
155,2019-01-12 23:00,4.8,,2.9,340,64,,,,,-.2
155,2019-01-13 00:00,4.8,,2.1,340,60,,,,,-.4
155,2019-01-13 01:00,4.1,,2.5,50,65,,,,,-.9
155,2019-01-13 02:00,4.1,,2.8,20,63,,,,,-1
155,2019-01-13 03:00,3.8,,2.7,20,62,,,,,-1.2
155,2019-01-13 04:00,3.4,,2,360,63,,,,,-1.6
155,2019-01-13 05:00,3,,1.6,360,64,,,,,-1.8
155,2019-01-13 06:00,2.3,,1.5,360,69,,,,,-2.4
155,2019-01-13 07:00,1.4,,.8,320,72,,,,,-1.2
155,2019-01-13 08:00,1.5,,1.7,340,75,0,.07,,,-1.1
155,2019-01-13 09:00,2.9,,1,70,69,.9,.41,,,-.7
155,2019-01-13 10:00,4.3,,1.6,70,61,1,1,,,6.8
155,2019-01-13 11:00,5.1,,3.4,50,53,1,1.53,,,10.1
155,2019-01-13 12:00,5.9,,3.9,20,53,1,1.9,,,11.8
155,2019-01-13 13:00,7,,3.3,20,52,1,2.01,,,13.7
155,2019-01-13 14:00,8.8,,1.5,50,48,1,1.88,,,14.2
155,2019-01-13 15:00,8.8,,2.5,20,48,1,1.54,,,12.1
155,2019-01-13 16:00,8.7,,1.9,50,47,1,1.03,,,7.1
155,2019-01-13 17:00,7.9,,.6,270,47,.6,.42,,,4
155,2019-01-13 18:00,6.5,,1.3,20,48,0,.07,,,1.2
155,2019-01-13 19:00,6.1,,0,0,48,,,,,-.6
155,2019-01-13 20:00,4.7,,.5,290,56,,,,,-1.5
155,2019-01-13 21:00,3.5,,0,0,59,,,,,-1.1
155,2019-01-13 22:00,3.6,,0,0,59,,,,,-1.3
155,2019-01-13 23:00,3,,0,0,61,,,,,-1.4
155,2019-01-14 00:00,2.7,,.5,270,64,,,,,-1.5
155,2019-01-14 01:00,2,,.1,0,67,,,,,-1.7
155,2019-01-14 02:00,2.5,,1.4,50,63,,,,,-1.9
155,2019-01-14 03:00,1.9,,1.4,90,66,,,,,-2.1
155,2019-01-14 04:00,1.2,,.8,180,68,,,,,-2.5
155,2019-01-14 05:00,1.4,,2.6,20,65,,,,,-2.5
155,2019-01-14 06:00,.9,,3.4,20,68,,,,,-2.5
155,2019-01-14 07:00,-.3,,.7,360,70,,,,,-3
155,2019-01-14 08:00,-.6,,.5,360,71,.1,.07,,,-3.2
155,2019-01-14 09:00,1.6,,1.2,70,63,1,.45,,,-1.3
155,2019-01-14 10:00,3.2,,2,50,56,1,1.06,,,.9
155,2019-01-14 11:00,4,,3.5,20,53,1,1.62,,,6.6
155,2019-01-14 12:00,5.8,,3.2,20,45,1,1.97,,,11.5
155,2019-01-14 13:00,7.3,,2.9,50,38,1,2.07,,,13.1
155,2019-01-14 14:00,8.6,,2.2,50,32,1,1.92,,,13.7
155,2019-01-14 15:00,9.4,,2,50,24,1,1.6,,,13.9
155,2019-01-14 16:00,9.3,,.5,340,22,1,1.12,,,7.3
155,2019-01-14 17:00,7.8,,1,200,34,.2,.34,,,4.5
155,2019-01-14 18:00,6.9,,.1,0,35,0,.08,,,2.3
155,2019-01-14 19:00,5.4,,.2,0,38,,,,,-.6
155,2019-01-14 20:00,4.2,,0,0,40,,,,,-1.2
155,2019-01-14 21:00,3.3,,0,0,46,,,,,-1.5
155,2019-01-14 22:00,2.9,,0,0,52,,,,,-1.7
155,2019-01-14 23:00,2.3,,0,0,51,,,,,-1.8
155,2019-01-15 00:00,2.4,,.8,340,52,,,,,-1.9
155,2019-01-15 01:00,2.6,,0,0,48,,,,,-1.6
155,2019-01-15 02:00,2.1,,0,0,51,,,,,-1.5
155,2019-01-15 03:00,2,,0,0,52,,,,,-1.6
155,2019-01-15 04:00,2,,0,0,54,,,,,-1.5
155,2019-01-15 05:00,2.6,,1.1,360,55,,,,,-1.5
155,2019-01-15 06:00,1.9,,1.8,270,61,,,,,-1.4
155,2019-01-15 07:00,2,,2.6,360,62,,,,,-1.6
155,2019-01-15 08:00,1.5,,1.2,320,61,0,.05,,,-1.7
155,2019-01-15 09:00,3.1,,1.1,20,60,.1,.35,,,-1.1
155,2019-01-15 10:00,4.9,,1.4,50,55,1,.84,,,2
155,2019-01-15 11:00,6.2,,1.9,50,45,1,1.4,,,10.3
155,2019-01-15 12:00,7.6,,2.7,50,41,1,1.84,,,12.9
155,2019-01-15 13:00,7.9,,2,20,33,1,1.95,,,14.3
155,2019-01-15 14:00,9,,2.9,290,27,1,1.84,,,13.3
155,2019-01-15 15:00,9.3,,2.1,20,25,1,1.48,,,12.7
155,2019-01-15 16:00,8.2,,2.5,290,23,1,.96,,,6.8
155,2019-01-15 17:00,6.7,,1.7,290,32,.5,.44,,,3.4
155,2019-01-15 18:00,5.7,,2.9,290,37,0,.09,,,1.5
155,2019-01-15 19:00,5,,3.3,290,40,,,,,.8
155,2019-01-15 20:00,4,,2.2,250,45,,,,,.5
155,2019-01-15 21:00,2.4,,2,250,47,,,,,-.7
155,2019-01-15 22:00,1,,2.5,270,44,,,,,-1.5
155,2019-01-15 23:00,.1,,2.4,320,45,,,,,-1.5
155,2019-01-16 00:00,-1,,2.4,290,47,,,,,-1.8
155,2019-01-16 01:00,-1.7,,2,290,45,,,,,-2.8
155,2019-01-16 02:00,-3.4,,2.1,230,49,,,,,-3.6
155,2019-01-16 03:00,-4,,3.4,360,48,,,,,-4.1
155,2019-01-16 04:00,-4.8,,3.1,50,49,,,,,-4.6
155,2019-01-16 05:00,-5.2,,3.2,360,47,,,,,-4.9
155,2019-01-16 06:00,-5.3,,2.9,180,41,,,,,-4.8
155,2019-01-16 07:00,-5.6,,3.4,360,43,,,,,-5.4
155,2019-01-16 08:00,-5.8,,2.6,20,45,.2,.08,,,-5.3
155,2019-01-16 09:00,-4.9,,2.3,340,41,1,.53,,,-2.4
155,2019-01-16 10:00,-3.5,,1.7,360,35,1,1.21,,,-.1
155,2019-01-16 11:00,-1.8,,3.1,50,28,1,1.78,,,4.4
155,2019-01-16 12:00,.4,,2.8,50,22,1,2.14,,,8.4
155,2019-01-16 13:00,.6,,3.5,50,26,1,2.26,,,11.1
155,2019-01-16 14:00,2.4,,5.1,50,16,1,2.16,,,11
155,2019-01-16 15:00,3,,2.9,20,24,1,1.8,,,10.9
155,2019-01-16 16:00,2.6,,2.1,20,23,1,1.26,,,3.6
155,2019-01-16 17:00,1.8,,1.3,50,22,.6,.49,,,-.9
155,2019-01-16 18:00,1.1,,1.2,290,21,0,.08,,,-1.7
155,2019-01-16 19:00,.4,,.8,290,21,,,,,-2.5
155,2019-01-16 20:00,-.2,,.7,230,21,,,,,-3.4
155,2019-01-16 21:00,-1.2,,2.6,20,24,,,,,-3.7
155,2019-01-16 22:00,-1.7,,1.9,340,27,,,,,-4
155,2019-01-16 23:00,-1.8,,2,290,29,,,,,-3.5
155,2019-01-17 00:00,-2.2,,2.3,360,32,,,,,-3.8
155,2019-01-17 01:00,-2.8,,1.3,290,35,,,,,-4.6
155,2019-01-17 02:00,-2.5,,2.8,360,43,,,,,-4.6
155,2019-01-17 03:00,-2.8,,1.4,270,47,,,,,-4.7
155,2019-01-17 04:00,-2.5,,1.3,360,51,,,,,-4.9
155,2019-01-17 05:00,-2.3,,1.9,360,53,,,,,-4.9
155,2019-01-17 06:00,-2.3,,2.3,360,55,,,,,-4.7
