parking_ID,parking_name,parking_adr,parking_lat,parking_lng,parking_area,parking_pay,parking_time ,C,D,floating_people,land_grade,ppi,ppg,ppr
417-2-000011,봉암공단공영주차장,경상남도 창원시 마산회원구 봉암동 659,35.216283,128.595582,522,무료,24시간,0,5,126.7215476,1,121.4723011,B,2
417-2-000006,마산역번개시장공영주차장,경상남도 창원시 마산회원구 석전동16길 13,35.236508,128.578594,44,기본 30분 500원 / 추가 10분당 200원,8시~24시,1,6233,1367.332857,1,105.5320587,C,3
417-2-000004,합성2동공영주차장,경상남도 창원시 마산회원구 합성남2길 60,35.239226,128.58719,22,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,10594,2133.801191,1,98.11720332,C,3
417-2-000012,현대프라자 앞 공영주차장,경상남도 창원시 마산회원구 호계리 804,35.256494,128.521814,94,무료,24시간,0,471,1577.509047,1,176.5160584,A,1
417-2-000001,회성동공영주차장,경상남도 창원시 마산회원구 회성남3길 6 일원,35.234247,128.557401,67,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,94,7486.737976,1,115.327358,C,3
417-2-000003,회원공영주차장,경상남도 창원시 마산회원구 회원동16길 54,35.220292,128.570989,34,기본 30분 500원 / 추가 10분당 200원,8시~24시,2,135,5389.451309,1,108.8451341,C,3
417-2-000010,삼계2공영주차장,경상남도 창원시 마산회원구 내서읍 삼계리 32-4,35.230771,128.504236,33,무료,24시간,1,1330,4623.34619,1,163.1606764,A,1
417-2-000005,합성동상가공영주차장,경상남도 창원시 마산회원구 합성남로 22,35.23743,128.584833,33,기본 30분 500원 / 추가 10분당 200원,8시~24시,0,14586,3687.145714,1,75.9271231,D,4
417-2-000009,삼계1공영주차장,경상남도 창원시 마산회원구 삼계리 33-6,35.23073,128.503841,33,무료,24시간,1,8048,3234.772738,1,141.4237737,B,2
415-2-000116,남양동 40-4 임시 공영주차장,경상남도 창원시 성산구 남양동 40-4,35.204103,128.704444,25,무료,24시간,0,1018,1445.840357,1,184.7298626,A,1
415-2-000115,남양동 31-6 공영주차장,경상남도 창원시 성산구 남양동 31-6,35.207503,128.704089,34,무료,24시간,3,2652,694.6011904,1,152.7100963,B,2
415-2-000114,대방동 394-2  공영주차장,경상남도 창원시 성산구 대방동 394-2,35.214494,128.709934,42,무료,24시간,0,1775,948.4389286,1,180.9380808,A,1
415-2-000113,가음정동주민센터앞공영주차장,경상남도 창원시 성산구 남양동 502-5,35.212098,128.699626,148,무료,24시간,0,1085,2202.294286,1,164.3323289,A,1
415-2-000112,가음동 41-9 공영주차장,경상남도 창원시 성산구 가음동 41-9,35.204828,128.700324,43,무료,24시간,0,667,466.78,1,186.6775087,A,1
415-2-000111,가음동 37-5 공영주차장,경상남도 창원시 성산구 가음동 37-5,35.205479,128.702716,45,무료,24시간,3,1121,1357.772143,1,154.9605966,B,2
415-2-000110,가음동 체육공원 공영주차장,경상남도 창원시 성산구 가음동 31,35.207441,128.690041,76,무료,24시간,0,0,319.2434524,1,185.0125671,A,1
415-2-000109,장미공원 공영주차장,경상남도 창원시 성산구 가음동 31,35.207441,128.690041,94,무료,24시간,0,0,319.2434524,1,182.4238232,A,1
415-2-000108,기업사랑공원 공영주차장,경상남도 창원시 성산구 가음동 30,35.205875,128.693422,16,무료,24시간,0,4025,1310.904524,1,174.7211772,A,1
415-2-000107,남산녹지공원 공영주차장,경상남도 창원시 성산구 가음동 29,35.204398,128.695558,103,무료,24시간,0,34,499.542381,1,180.4136652,A,1
415-2-000106,가음동 24-2 임시 공영주차장,경상남도 창원시 성산구 가음동 24-2,35.206529,128.696875,60,무료,24시간,0,1978,1468.972381,1,175.873523,A,1
415-2-000105,가음동 22-6 임시 공영주차장,경상남도 창원시 성산구 가음동 22-6,35.208062,128.695883,52,무료,24시간,0,1258,1808.203571,1,178.7379732,A,1
415-2-000104,가음동 18 임시 공영주차장,경상남도 창원시 성산구 가음동 18,35.206047,128.699432,112,무료,24시간,0,1570,1038.14,1,171.3809946,A,1
415-2-000103,가음동 20-6 임시 공영주차장,경상남도 창원시 성산구 가음동 20-6,35.20677,128.699005,136,무료,24시간,0,1550,1005.394643,1,168.1133083,A,1
415-2-000102,가음동 20-2 임시 공영주차장,경상남도 창원시 성산구 가음동 20-2,35.207331,128.699259,62,무료,24시간,0,881,1616.919881,1,179.3901721,A,1
415-2-000101,가음동 19-1 임시 공영주차장,경상남도 창원시 성산구 가음동 19-1,35.204825,128.698373,41,무료,24시간,0,1124,4583.020595,1,171.8699455,A,1
415-2-000176,성주동 111-1 임시주차장,경상남도 창원시 성산구 성주동 111-1,35.1997044,128.710627,28,무료,24시간,0,901,1871.25119,1,183.3794869,A,1
415-2-000175,천선일반산단 공영주차장(2),경상남도 창원시 성산구 천선동 89-4,35.1843,128.7065,34,무료,24시간,0,850,175.8477381,1,188.1982576,A,1
415-2-000174,천선일반산단 공영주차장(1),경상남도 창원시 성산구 천선동 83-2,35.186545,128.7084551,34,무료,24시간,0,0,63.515,1,191.8799418,A,1
415-2-000160,용호마을 공영주차장,경상남도 창원시 성산구 귀곡동 754-4,35.178807,128.620659,44,무료,24시간,0,0,550.9314286,1,188.865548,A,1
415-2-000159,웅남주민쉼터 공영주차장,경상남도 창원시 성산구 양곡동 산47-11,35.197853,128.633236,7,무료,24시간,0,0,0,1,195.9684519,A,1
415-2-000090,사파동 90-1 임시 공영주차장,경상남도 창원시 성산구 사파동 90-1,35.221078,128.70296,12,무료,24시간,0,94,518.3428572,1,193.2061654,A,1
415-2-000089,창원지방법원옆 공영주차장,경상남도 창원시 성산구 사파동 64-2,35.223936,128.702709,152,무료,24시간,0,470,952.0582143,1,170.2010314,A,1
415-2-000088,토월초등학교뒤 임시 공영주차장,경상남도 창원시 성산구 사파동 46-3,35.228242,128.700894,65,무료,24시간,0,67,818.2905953,1,184.7191933,A,1
415-2-000087,사파동 39-18  임시 공영주차장,경상남도 창원시 성산구 사파동 39-18,35.22976,128.703639,23,무료,24시간,0,0,280.4894048,1,192.7603022,A,1
415-2-000086,사파동 30-22  임시 공영주차장,경상남도 창원시 성산구 사파동 30-22,35.229822,128.699544,14,무료,24시간,0,0,837.8363095,1,192.2523309,A,1
415-2-000085,사파동 8  임시 공영주차장,경상남도 창원시 성산구 사파동 8,35.226099,128.699788,22,무료,24시간,0,168,1730.620714,1,187.5588234,A,1
415-2-000084,창원지방검찰청옆 공영주차장,경상남도 창원시 성산구 사파동 6,35.226301,128.700403,49,무료,24시간,0,180,990.9777379,1,186.0207098,A,1
415-2-000083,가음정천복개(대방동) 공영주차장,경상남도 창원시 성산구 대방동 394-2,35.214494,128.709934,18,무료,24시간,0,1775,948.4389286,1,184.3897394,A,1
415-2-000082,남양치안센터옆 공영주차장,경상남도 창원시 성산구 대방동 344-1,35.21534,128.709164,39,무료,24시간,0,1902,2324.699762,1,176.4231871,A,1
415-2-000081,대방동우체국옆 공영주차장,경상남도 창원시 성산구 대방동 338-2,35.21643,128.707974,60,무료,24시간,0,1521,745.8757143,1,179.996007,A,1
415-2-000080,창원노인종합복지회관 공영주차장,경상남도 창원시 성산구 대방동 330,35.216569,128.705023,159,무료,24시간,0,1002,480.5378572,1,168.6421531,A,1
415-2-000079,대방체육공원 공영주차장,경상남도 창원시 성산구 대방동 263,35.216667,128.710714,47,무료,24시간,0,17,31.84523809,1,190.0463383,A,1
415-2-000078,상남동 토월천사거리 공영주차장,경상남도 창원시 성산구 상남동 502-1,35.217094,128.680841,36,무료,24시간,3,8217,534.2939286,1,131.2149436,B,2
415-2-000077,상남동 93-2 임시 공영주차장,경상남도 창원시 성산구 상남동 93-2,35.217021,128.68482,20,무료,24시간,0,2458,2225.545119,1,177.305756,A,1
415-2-000076,상남동 94-2 임시 공영주차장,경상남도 창원시 성산구 상남동 94-2,35.21725,128.684463,53,무료,24시간,0,2641,2024.107976,1,172.496694,A,1
415-2-000075,상남동 58-2 임시 공영주차장,경상남도 창원시 성산구 상남동 58-2,35.216443,128.683404,11,무료,24시간,3,8888,927.1621429,1,130.920365,B,2
415-2-000074,중앙여고옆 임시 공영주차장,경상남도 창원시 성산구 상남동 45-5,35.21407,128.692836,26,무료,24시간,0,4347,2559.107976,1,167.9894604,A,1
415-2-000073,대상공원(외동배수지 앞) 공영주차장,경상남도 창원시 성산구 내동 628,35.218735,128.661413,35,무료,24시간,0,161,628.7745238,1,189.2796432,A,1
415-2-000072,"중앙동 3-2,3 임시 공영주차장",경상남도 창원시 성산구 중앙동 3-2,35.230268,128.674781,20,무료,24시간,0,1,8092.239286,1,167.9262911,A,1
415-2-000071,중앙동 155-6 임시 공영주차장,경상남도 창원시 성산구 중앙동 155-6,35.219792,128.673223,12,무료,24시간,0,2324,744.1702381,1,183.769905,A,1
415-2-000070,중앙동 2-6 임시 공영주차장,경상남도 창원시 성산구 중앙동 2-6,35.230973,128.673577,10,무료,24시간,0,0,1581.411666,1,190.4230402,A,1
415-2-000069,중앙체육공원 공영주차장,경상남도 창원시 성산구 상남동 68,35.216284,128.675261,44,무료,24시간,0,552,448.2803571,1,187.0424768,A,1
415-2-000068,중앙동 157-1 공영주차장,경상남도 창원시 성산구 중앙동 157-1,35.219728,128.671863,5,무료,24시간,0,49,114.0417857,1,195.6960055,A,1
415-2-000067,중앙동 156-1 공영주차장,경상남도 창원시 성산구 중앙동 156-1,35.219928,128.67246,6,무료,24시간,0,232,219.3398809,1,194.4972373,A,1
415-2-000066,중앙동 153-1 공영주차장,경상남도 창원시 성산구 중앙동 153-1,35.220768,128.673364,15,무료,24시간,0,215,1110.699524,1,190.3867633,A,1
415-2-000065,중앙동주민센터옆 공영주차장,경상남도 창원시 성산구 용지로21번길,35.22124,128.673402,8,무료,24시간,5,215,1518.214286,1,145.449741,B,2
415-2-000064,중앙동 82-5 임시 공영주차장,경상남도 창원시 성산구 중앙동 119,35.223887,128.67632,72,무료,24시간,3,7777,1657.880714,1,124.1217835,B,2
415-2-000063,중앙동 102-3  차량 견인보관소,경상남도 창원시 성산구 중앙대로21번길,35.219253,128.673961,64,무료,24시간,3,2873,2684.995,1,141.0962159,B,2
415-2-000062,중앙동 86-6 임시 공영주차장,경상남도 창원시 성산구 용지로121번길,35.226218,128.678912,7,무료,24시간,1,5535,8292.730238,1,138.6175162,B,2
415-2-000061,중앙동 88-5 임시 공영주차장,경상남도 창원시 성산구 용지로123번길,35.226672,128.679295,7,무료,24시간,1,5299,9944.401312,1,134.1977082,B,2
415-2-000060,중앙동 82-1 임시 공영주차장,경상남도 창원시 성산구 원이대로580번길,35.225572,128.677587,7,무료,24시간,1,5268,18026.34572,1,108.1834161,C,3
415-2-000059,중앙동 68  임시 공영주차장,경상남도 창원시 성산구 원이대로580번길,35.225351,128.677561,10,무료,24시간,0,2816,17982.25809,1,126.3923928,B,2
415-2-000058,중앙동 삼각지 공영주차장,경상남도 창원시 성산구 용지로107번길,35.225312,128.678179,15,무료,24시간,0,2989,5547.042381,1,165.2107858,A,1
415-2-000057,중앙동 66-1 임시공영주차장,경상남도 창원시 성산구 원이대로580번길,35.225369,128.67724,18,무료,24시간,0,2100,17791.38167,1,128.6543783,B,2
415-2-000056,중앙동 27-6 임시 공영주차장,경상남도 창원시 성산구 원이대로552번길,35.227129,128.674791,7,무료,24시간,0,515,1177.228929,1,190.1509656,A,1
415-2-000055,중앙동 16-4 임시 공영주차장,경상남도 창원시 성산구 외동반림로130번길,35.229025,128.674183,12,무료,24시간,0,0,617.4257143,1,193.2527308,A,1
415-2-000054,중앙동 6-8 임시 공영주차장,경상남도 창원시 성산구 외동반림로142번길,35.229619,128.675426,12,무료,24시간,0,4,7711.94381,1,170.2949279,A,1
415-2-000158,귀산동 505-1 공영주차장,경상남도 창원시 성산구 귀산동 505-1,35.163985,128.610927,40,무료,24시간,0,0,22.04690476,1,191.1511263,A,1
415-2-000157,웅남공단 공영주차장(2),경상남도 창원시 성산구 신촌동 503-13,35.209567,128.6483,52,무료,24시간,0,2,39.21678571,1,189.3619652,A,1
415-2-000156,웅남공단 공영주차장,경상남도 창원시 성산구 신촌동 121,35.213083,128.646514,180,무료,24시간,0,36,169.5328572,1,170.3989678,A,1
415-2-000155,봉산마을 공영주차장,경상남도 창원시 성산구 양곡동 974-3,35.198858,128.627261,46,무료,24시간,0,51,578.91,1,188.2883276,A,1
415-2-000154,신촌동 12-8 임시 공영주차장,경상남도 창원시 성산구 신촌동 12-8,35.205692,128.626815,53,무료,24시간,0,17,555.9097619,1,187.4887087,A,1
415-2-000153,웅남복지관옆 공영주차장,경상남도 창원시 성산구 양곡동 982,35.196468,128.623444,21,무료,24시간,0,0,1.851547619,1,193.9489969,A,1
415-2-000152,양곡동 830-1 임시 공영주차장,경상남도 창원시 성산구 양곡동 830-1,35.21185,128.621331,200,무료,24시간,0,0,68.03095238,1,167.9913666,A,1
415-2-000151,신촌동 504-3 임시 공영주차장,경상남도 창원시 성산구 신촌동 504-3,35.206424,128.652327,155,무료,24시간,0,25,853.2719047,1,171.8263207,A,1
415-2-000150,신촌동 134-7 공영주차장,경상남도 창원시 성산구 신촌동 134-7,35.213798,128.63901,20,무료,24시간,0,36,889.3317855,1,191.0823456,A,1
415-2-000149,신촌동 91 임시 공영주차장,경상남도 창원시 성산구 신촌동 91,35.218004,128.646183,450,무료,24시간,0,8,16.27952381,1,132.1727111,B,2
415-2-000148,신촌동 81-9 임시 공영주차장,경상남도 창원시 성산구 신촌동 81-9,35.206477,128.635416,60,무료,24시간,0,4,321.3057143,1,187.2913877,A,1
415-2-000147,양곡초등학교정문앞 임시공영주차장,경상남도 창원시 성산구 신촌동 46,35.200926,128.62744,10,무료,24시간,4,4781,1382.213452,1,136.7012978,B,2
415-2-000146,신촌동 22-2 임시 공영주차장,경상남도 창원시 성산구 신촌동 22-2,35.20138,128.628753,18,무료,24시간,4,4772,2446.872619,1,132.1429963,B,2
415-2-000145,양곡동 우체국옆 임시 공영주차장,경상남도 창원시 성산구 신촌동 45,35.206831,128.627361,70,무료,24시간,3,1354,4819.148453,1,139.2621139,B,2
415-2-000100,사파동 119-8 임시 공영주차장,경상남도 창원시 성산구 사파동 119-8,35.222229,128.697921,11,무료,24시간,0,1323,161.8561905,1,189.7047377,A,1
415-2-000099,사파동 63-7 임시 공영주차장,경상남도 창원시 성산구 사파동 63-7,35.224314,128.702492,11,무료,24시간,0,470,845.1457143,1,190.825258,A,1
415-2-000098,사파동 17-5 임시 공영주차장,경상남도 창원시 성산구 사파동 17-5,35.229346,128.697017,7,무료,24시간,0,0,1320.907738,1,191.6969127,A,1
415-2-000097,사파동 75-9 임시 공영 주차장,경상남도 창원시 성산구 사파동 75-9,35.223137,128.702157,8,무료,24시간,0,562,1397.965953,1,189.1098398,A,1
415-2-000096,사파동 57-7 임시 공영 주차장,경상남도 창원시 성산구 사파동 57-7,35.226062,128.702619,9,무료,24시간,0,0,417.4186904,1,194.330969,A,1
415-2-000144,죽골마을 공영주차장,경상남도 창원시 성산구 불모산동 381-1,35.190355,128.724372,28,무료,24시간,0,1,8975.528334,1,163.9193663,A,1
415-2-000143,솟대공원 임시공영주차장,경상남도 창원시 성산구 성주동 104,35.191065,128.702917,42,무료,24시간,0,155,90.47761907,1,190.0370732,A,1
415-2-000142,불모산동 242-8 공영주차장,경상남도 창원시 성산구 불모산동 242-8,35.187106,128.721649,68,무료,24시간,0,0,65.71523809,1,186.9829771,A,1
415-2-000141,불모산동 296-2  공영주차장,경상남도 창원시 성산구 불모산동 296-2,35.190316,128.722059,92,무료,24시간,0,80,1910.093333,1,177.2546635,A,1
415-2-000140,성주동 170  공영주차장,경상남도 창원시 성산구 성주동 170,35.191065,128.702917,53,무료,24시간,0,155,90.47761907,1,188.455063,A,1
415-2-000139,성주동 164 공영주차장,경상남도 창원시 성산구 삼정자동 175-2,35.195052,128.714288,34,무료,24시간,0,25,3516.587738,1,180.6158265,A,1
415-2-000138,성주동 159 공영주차장,경상남도 창원시 성산구 성주동 159,35.191065,128.702917,43,무료,24시간,0,155,90.47761907,1,189.8932541,A,1
415-2-000053,내동 453 임시 공영주차장,경상남도 창원시 성산구 삼동로128번길,35.220815,128.659087,59,무료,24시간,0,7,58.86904762,1,188.27216,A,1
415-2-000095,사파동 21-7 임시 공영 주차장,경상남도 창원시 성산구 사파동 21-7,35.228378,128.697346,8,무료,24시간,0,0,1090.78119,1,192.2972747,A,1
415-2-000094,사파중학교옆 공영주차장,경상남도 창원시 성산구 사파정동 628-6,35.218316,128.701389,134,무료,24시간,0,94,3191.979048,1,167.0142546,A,1
415-2-000093,삼익1차아파트 옆 공영주차장,경상남도 창원시 성산구 사파정동 산 88-14,35.218153,128.696676,78,무료,24시간,0,554,460.6763095,1,182.1047332,A,1
415-2-000092,사파민원센터옆 임시 공영주차장,경상남도 창원시 성산구 사파동 502-2,35.222208,128.698481,31,무료,24시간,0,1931,525.7088095,1,183.2780834,A,1
415-2-000091,사파동 137-8 임시 공영주차장,경상남도 창원시 성산구 사파동 137-8,35.222466,128.69531,12,무료,24시간,0,3509,2643.040119,1,173.0030842,A,1
415-2-000137,성주동 144-2 공영주차장,경상남도 창원시 성산구 성주동 144-2,35.191065,128.702917,116,무료,24시간,0,155,90.47761907,1,179.3944593,A,1
415-2-000136,성주주민운동장 공영주차장,경상남도 창원시 성산구 천선동 1216,35.183973,128.697166,40,무료,24시간,0,0,47.03666667,1,191.0703147,A,1
415-2-000117,남양동 41-1 임시 공영주차장,경상남도 창원시 성산구 남양동 41-1,35.205042,128.704222,20,무료,24시간,0,920,859.6269048,1,187.7272444,A,1
415-2-000135,천선동 1155-18 임시 공영주차장,경상남도 창원시 성산구 천선동 1155-18,35.186723,128.694107,25,무료,24시간,0,1093,1605.995476,1,183.9191523,A,1
415-2-000134,천선동 154-2 공영주차장,경상남도 창원시 성산구 천선동 154-2,35.180681,128.71486,93,무료,24시간,0,0,18.32928572,1,183.5407357,A,1
415-2-000133,성주사 입구 임시 공영주차장,경상남도 창원시 성산구 천선동 148,35.17829,128.714613,195,무료,24시간,0,0,3.031309524,1,168.9206573,A,1
415-2-000132,안민고개 임시 공영주차장,경상남도 창원시 성산구 천선동 산 52-10,35.169339,128.700416,11,무료,24시간,0,0,3.533690476,1,195.3817483,A,1
415-2-000131,안민동 237 공영주차장,경상남도 창원시 성산구 안민동 237,35.187419,128.689728,37,무료,24시간,0,1206,3104.269524,1,176.9070632,A,1
415-2-000130,안민동 산144-7 임시공영주차장,경상남도 창원시 성산구 안민동 산 144-7,35.171732,128.690899,8,무료,24시간,0,0,0,1,195.8246328,A,1
415-2-000129,천선동 쓰레기 매립장 입구 임시공영주차장,경상남도 창원시 성산구 안민동 산 144-4,35.171732,128.690899,10,무료,24시간,0,0,0,1,195.5369946,A,1
415-2-000128,안민동 124 임시 공영주차장,경상남도 창원시 성산구 안민동 124,35.186123,128.692416,42,무료,24시간,0,1216,1801.2325,1,180.3626764,A,1
415-2-000127,안민동 예비군훈련장 임시주차장,경상남도 창원시 성산구 안민동 산92-6,35.186296,128.689094,80,무료,24시간,0,941,5375.730833,1,164.4119785,A,1
415-2-000126,성주동 128-3 공영주차장,경상남도 창원시 성산구 성주동 128-3,35.191065,128.702917,45,무료,24시간,0,155,90.47761907,1,189.6056159,A,1
415-2-000125,성주동 70-21 임시 공영주차장,경상남도 창원시 성산구 성주동 70-21,35.18639,128.694826,15,무료,24시간,0,816,1447.999643,1,186.9496846,A,1
415-2-000124,남양동 31-8 임시주차장,경상남도 창원시 성산구 남양동 31-8,35.207144,128.704001,13,무료,24시간,3,2652,639.5495238,1,155.9083231,B,2
415-2-000123,기업사랑공원 공영주차장,경상남도 창원시 성산구 가음동 619,35.206111,128.696829,86,무료,24시간,0,1460,864.78,1,176.1103444,A,1
415-2-000122,남양동 37번지 임시공영주차장,경상남도 창원시 성산구 남양동 37,35.206362,128.70552,47,무료,24시간,0,3453,1378.808929,1,172.2763002,A,1
415-2-000121,가음동 1-5 공영주차장,경상남도 창원시 성산구 가음동 1-5,35.206111,128.696829,63,무료,24시간,0,1460,864.78,1,179.4181838,A,1
415-2-000120,불곡사앞 공영주차장,경상남도 창원시 성산구 대방동 1032,35.210217,128.716599,69,무료,24시간,0,1791,0.080714286,1,180.0592925,A,1
415-2-000119,남양동 버스 회차장 주차장,경상남도 창원시 성산구 남양동 45,35.204359,128.70601,59,무료,24시간,0,123,5200.708809,1,171.191659,A,1
415-2-000118,남양동43-6 임시 공용주차장,경상남도 창원시 성산구 남양동 43-6,35.204262,128.704976,48,무료,24시간,0,1043,2080.428571,1,179.2722969,A,1
415-2-000051,반지동 대동그린코아앞 임시 공영주차장,경상남도 창원시 성산구 반지동 512-5,35.245275,128.67058,105,무료,24시간,0,1549,5434.202619,1,158.2537664,B,2
415-2-000050,반지동 72-8 임시 공영주차장,경상남도 창원시 성산구 반송로42번길,35.239011,128.661129,18,무료,24시간,1,11,2400.873691,1,177.6543866,A,1
415-2-000049,반지동 52-10 임시 공영주차장,경상남도 창원시 성산구 충혼로179번길,35.241386,128.664682,8,무료,24시간,0,281,1222.968571,1,190.7727766,A,1
415-2-000052,내동공원 공영 주차장,경상남도 창원시 성산구 내동 380-6,35.221845,128.667328,19,무료,24시간,0,27,190.8480952,1,193.5200511,A,1
415-2-000048,반지동 44-6 임시 공영주차장,경상남도 창원시 성산구 반송로81번길,35.242291,128.665558,7,무료,24시간,0,224,1013.165952,1,191.817583,A,1
415-2-000047,반지동 44-3 임시 공영주차장,경상남도 창원시 성산구 반송로81번길,35.242691,128.665484,7,무료,24시간,0,209,1079.150834,1,191.6627621,A,1
415-2-000046,반지동 42-9 임시 공영주차장,경상남도 창원시 성산구 반지동 42-9,35.242813,128.664058,27,무료,24시간,0,146,599.3688095,1,190.5838484,A,1
415-2-000045,반림동 럭키아파트뒤 공영주차장,경상남도 창원시 성산구 반송동 266,35.240707,128.66727,95,무료,24시간,0,404,628.9986904,1,179.7010932,A,1
415-2-000044,수자원공사옆 공영주차장,경상남도 창원시 성산구 충혼로224번길,35.24323,128.667001,30,무료,24시간,0,234,342.1519048,1,190.6406223,A,1
415-2-000041,반송공원 공영 주차장,경상남도 창원시 성산구 반림동 6-1,35.236845,128.672868,231,무료,24시간,0,267,2304.150834,1,155.2594551,B,2
414-2-000045,가술시장 공영주차장,경상남도 창원시 의창구 가술길1번길 6,35.334395,128.707503,20,무료,8시~24시,0,4,2720.733214,2,165.0505646,A,1
414-2-000044,북가술 공영주차장,경상남도 창원시 의창구 가술길34번길 14-6,35.337328,128.708475,10,무료,8시~24시,0,0,1244.659524,2,171.2776852,A,1
414-2-000078,갈전운동장 공영주차장,경상남도 창원시 의창구 갈전로(갈전운동장),35.35973,128.686344,95,무료,8시~24시,0,0,0,2,163.0780296,A,1
414-2-000018,소계동 소계천복개 공영주차장,경상남도 창원시 의창구 금강로341번길,35.257905,128.597829,130,무료,8시~24시,1,126,1442.702024,1,143.9618693,B,2
414-2-000019,소계동 467-2번지 공영주차장,경상남도 창원시 의창구 금강로379번길,35.261013,128.60058,8,무료,8시~24시,0,0,449.2252381,1,174.1375915,A,1
414-2-000047,갈전운동장 부설주차장,경상남도 창원시 의창구 대산면 676-1번지,35.353354,128.716141,18,무료,8시~24시,0,0,41.73619047,2,174.0171347,A,1
414-2-000088,일동이주마을 공영주차장,경상남도 창원시 의창구 대산면 대산북로524번길,35.363648,128.695382,0,무료,8시~24시,0,0,0.339166667,2,176.7397479,A,1
414-2-000089,모산이주마을 공영주차장,경상남도 창원시 의창구 대산면 모산리 895번지,35.362062,128.706986,14,무료,8시~24시,0,0,36.37642857,2,174.6097435,A,1
414-2-000046,대산면 갈전리 585번지 공영주차장,경상남도 창원시 의창구 대산북로385번길,35.363987,128.680887,13,무료,8시~24시,0,0,120.3639286,2,174.4819646,A,1
414-2-000054,대산면 일동리 667번지 공영주차장,경상남도 창원시 의창구 대산북로538번길,35.366801,128.69656,60,무료,8시~24시,0,0,475.6013095,2,166.5737032,A,1
414-2-000049,대산면 북부리 380-1번지 공영주차장,경상남도 창원시 의창구 대산북로893번길,35.349084,128.722979,10,무료,8시~24시,0,0,4.613690476,2,175.2877339,A,1
414-2-000038,대원 레포츠공원 주차장,경상남도 창원시 의창구 대원동 618-1번지,35.238641,128.656076,212,무료,8시~24시,0,864,2361.870238,1,135.2403201,B,2
414-2-000037,대원동 98-2번지 공영주차장,경상남도 창원시 의창구 대원로43번길,35.232713,128.652868,37,무료,8시~24시,0,571,332.2285714,1,168.1159802,A,1
414-2-000036,대원동 32-8번지 공영주차장,경상남도 창원시 의창구 대원로53번길,35.233379,128.65284,17,무료,8시~24시,0,644,624.0965476,1,169.7635284,A,1
414-2-000012,도계체육공원  공영주차장,경상남도 창원시 의창구 도계동 378번지,35.257911,128.642977,77,무료,8시~24시,0,77,10.41083333,1,165.3324969,A,1
414-2-000082,도계동 465-6 공영주차장,경상남도 창원시 의창구 도계동 원이대로56번길,35.257165,128.63326,16,무료,8시~24시,1,1002,5168.618929,1,144.8884835,B,2
414-2-000081,도계동 465-11 공영주차장,경상남도 창원시 의창구 도계동 원이대로56번길,35.257165,128.63326,5,무료,8시~24시,1,1002,5168.618929,1,146.4704937,B,2
414-2-000074,도계동 313-3 공영주차장,경상남도 창원시 의창구 도계동 하남천서길15번길,35.261417,128.638235,13,무료,8시~24시,0,1380,1639.820357,1,164.1808021,A,1
414-2-000073,도계동 313-1 공영주차장,경상남도 창원시 의창구 도계동 하남천서길51번길,35.262613,128.638467,8,무료,8시~24시,0,722,1055.490476,1,169.3583485,A,1
414-2-000070,동읍 남산리 456번지 공영주차장,경상남도 창원시 의창구 동읍 남산리 456번지,35.2711,128.661075,75,무료,8시~24시,0,0,18604.71905,2,105.7906438,C,3
414-2-000069,동읍 덕산리 317-2번지 공영주차장,경상남도 창원시 의창구 동읍 덕산리 317-2번지,35.27302,128.674126,9,무료,8시~24시,0,0,549.7572619,2,173.6686728,A,1
414-2-000068,석산마을 공영주차장,경상남도 창원시 의창구 동읍 석산길16번길,35.31438,128.659398,10,무료,8시~24시,0,0,9.986428571,2,175.2703596,A,1
414-2-000067,동읍 신방리 653-2번지 공영주차장,경상남도 창원시 의창구 동읍 신방리 653-2번지,35.287615,128.677172,35,무료,8시~24시,0,0,13.76464286,2,171.662664,A,1
414-2-000084,동읍 용잠리 1153-1 공영주차장,경상남도 창원시 의창구 동읍 용잠로35번길 15,35.280989,128.688384,112,무료,8시~24시,0,0,946.384881,2,157.5726942,B,2
414-2-000086,자여마을 공영주차장,경상남도 창원시 의창구 동읍 자여로 85,35.275889,128.702268,24,무료,8시~24시,0,0,1516.689762,2,168.3845289,A,1
414-2-000090,봉산마을 공영주차장,경상남도 창원시 의창구 동읍 자여로78번길,35.275968,128.699833,8,무료,8시~24시,0,34,87.22702381,2,175.175481,A,1
414-2-000072,동정동 920-12번지 공영주차장,경상남도 창원시 의창구 동정동 동정길(동정동경로당앞),35.264614,128.61392,56,무료,8시~24시,0,5,446.0848809,1,167.2249095,A,1
414-2-000042,삼동공원 부설주차장,경상남도 창원시 의창구 두대로(삼동공원),35.222623,128.666232,101,무료,8시~24시,0,28,416.8038095,1,160.7579459,A,1
414-2-000041,충혼탑 부설주차장,경상남도 창원시 의창구 두대로(충혼탑 앞),35.222623,128.666232,135,무료,8시~24시,0,28,416.8038095,1,155.8680963,B,2
414-2-000091,도계동 913-6 공영주차장,경상남도 창원시 의창구 명곡동 원이대로114번길,35.252049,128.636263,8,무료,8시~24시,0,379,1016.912381,1,170.8221835,A,1
414-2-000075,명서동 109-17 공영주차장,경상남도 창원시 의창구 명곡동 원이대로206번길,35.242871,128.641562,14,무료,8시~24시,0,21,399.3184524,1,173.3540803,A,1
