단속구분,단속장소,단속건수,lat,lon
민원신고,창원시 마산회원구 내서읍 삼계4길,1 ,35.2334035,128.5037404
민원신고,창원시 마산회원구 내서읍 삼계6길 ,1 ,35.2331017,128.5034396
민원신고,창원시 마산회원구 내서읍 삼계8길 ,1 ,35.233457,128.5004937
민원신고,창원시 마산회원구 내서읍 삼계8길,1 ,35.233457,128.5004937
민원신고,창원시 마산회원구 내서읍 삼계경남대로 ,2 ,35.2379252,128.5036611
민원신고,창원시 마산회원구 내서읍 삼계경남프라자 ,1 ,35.223074,128.5023337
민원신고,창원시 마산회원구 내서읍 삼계공영주차장 ,5 ,35.2323338,128.5000496
민원신고,창원시 마산회원구 내서읍 삼계근린공원,1 ,35.2260385,128.5029161
민원신고,창원시 마산회원구 내서읍 삼계내서도서관,1 ,35.2326983,128.5012768
민원신고,창원시 마산회원구 내서읍 삼계농협 ,2 ,35.231764,128.5035638
민원신고,창원시 마산회원구 내서읍 삼계다이소 ,1 ,35.2328989,128.5041658
민원신고,창원시 마산회원구 내서읍 삼계라임하우스,3 ,35.2323338,128.5000496
민원신고,창원시 마산회원구 내서읍 삼계로가람마트,2 ,35.2314749,128.4973944
민원신고,창원시 마산회원구 내서읍 삼계로,3 ,35.2342562,128.4955011
민원신고,창원시 마산회원구 내서읍 삼계리 58 ,1 ,35.2289211,128.5024345
민원신고,창원시 마산회원구 내서읍 삼계리37,2 ,35.229622,128.5038329
민원신고,창원시 마산회원구 내서읍 삼계리38 ,1 ,35.2280723,128.5043188
민원신고,창원시 마산회원구 내서읍 삼계리42 ,1 ,35.2272771,128.5039162
민원신고,창원시 마산회원구 내서읍 삼계리46 ,3 ,35.2300286,128.5053438
민원신고,창원시 마산회원구 내서읍 삼계리515-1,1 ,35.2298589,128.4951445
민원신고,창원시 마산회원구 내서읍 삼계리516 ,2 ,35.2302358,128.4953325
민원신고,창원시 마산회원구 내서읍 삼계리517 ,1 ,35.2293695,128.4973266
민원신고,창원시 마산회원구 내서읍 삼계리517 ,1 ,35.2293695,128.4973266
민원신고,창원시 마산회원구 내서읍 삼계리58,3 ,35.2289211,128.5024345
민원신고,창원시 마산회원구 내서읍 삼계리582,2 ,35.231712,128.4989317
민원신고,창원시 마산회원구 내서읍 삼계본동3길,1 ,35.230124,128.4973592
민원신고,창원시 마산회원구 내서읍 삼계블루밍아파트,1 ,35.223074,128.5023337
민원신고,창원시 마산회원구 내서읍 삼계사거리 ,2 ,35.232149,128.5049157
민원신고,창원시 마산회원구 내서읍 삼계삼풍로 ,12 ,35.2345098,128.5028325
민원신고,창원시 마산회원구 내서읍 삼계세탁소 ,1 ,35.2292231,128.5039381
민원신고,창원시 마산회원구 내서읍 삼계숲속4단지,2 ,35.2354263,128.5029158
민원신고,창원시 마산회원구 내서읍 삼계우체국 ,3 ,35.2321222,128.501527
민원신고,창원시 마산회원구 내서읍 삼계조은나오스빌,1 ,35.2263719,128.5044992
민원신고,창원시 마산회원구 내서읍 삼계주공2단지 ,5 ,35.2290937,128.5030271
민원신고,창원시 마산회원구 내서읍 삼계주공4단지,3 ,35.2290937,128.5030271
민원신고,창원시 마산회원구 내서읍 삼계주공아파트 ,3 ,35.235176,128.50415
민원신고,창원시 마산회원구 내서읍 삼계주공할인마트,3 ,35.2363774,128.5029222
민원신고,창원시 마산회원구 내서읍 삼계중탕원 ,1 ,35.229622,128.5038329
민원신고,창원시 마산회원구 내서읍 삼계초등학교 ,7 ,35.2323338,128.5000496
민원신고,창원시 마산회원구 내서읍 삼계한우리아파트,4 ,35.228745,128.505099
민원신고,창원시 마산회원구 내서읍 삼계현대아파트,14 ,35.233288,128.502333
민원신고,창원시 마산회원구 내서읍 삼계화성아파트 ,12 ,35.2334937,128.4997372
민원신고,창원시 마산회원구 내서읍 삼성약국,1 ,35.2335655,128.5039158
민원신고,창원시 마산회원구 내서읍 삼성정형외과,1 ,35.2335932,128.5039158
민원신고,창원시 마산회원구 내서읍 삼일이화학 ,4 ,35.246526,128.5143829
민원신고,창원시 마산회원구 내서읍 삼풍대공원 ,3 ,35.2333567,128.5012979
민원신고,창원시 마산회원구 내서읍 삼풍로 ,1 ,35.2320163,128.502531
민원신고,창원시 마산회원구 내서읍 삼화테크원 ,1 ,35.242847,128.5091427
민원신고,창원시 마산회원구 내서읍 상곡 디씨마트 ,1 ,35.2428513,128.5027127
민원신고,창원시 마산회원구 내서읍 상곡 문화센터 ,1 ,35.2426477,128.50361
민원신고,창원시 마산회원구 내서읍 상곡농협 ,3 ,35.2427589,128.5030538
민원신고,창원시 마산회원구 내서읍 상곡로 ,3 ,35.2453224,128.498574
민원신고,창원시 마산회원구 내서읍 상곡로76,1 ,35.2464291,128.4996548
민원신고,창원시 마산회원구 내서읍 상곡로87,1 ,35.2469775,128.4982626
민원신고,창원시 마산회원구 내서읍 상곡리 69-0,2 ,35.2405857,128.5047611
민원신고,창원시 마산회원구 내서읍 상곡사거리 백로아파트,5 ,35.2437032,128.5059709
민원신고,창원시 마산회원구 내서읍 상곡신성아파트 ,1 ,35.2424255,128.5023323
민원신고,창원시 마산회원구 내서읍 상곡안길,1 ,35.2442798,128.5015647
민원신고,창원시 마산회원구 내서읍 상곡주공 홈마트,1 ,35.2439194,128.5009931
민원신고,창원시 마산회원구 내서읍 상일초등학교,6 ,35.2443142,128.5069985
민원신고,창원시 마산회원구 내서읍 상중학교,9 ,35.2333432,128.4986107
민원신고,창원시 마산회원구 내서읍 상풍대공원,2 ,35.2333567,128.5012979
민원신고,창원시 마산회원구 내서읍 새마을금고 ,1 ,35.2573144,128.5987118
민원신고,창원시 마산회원구 내서읍 새한아파트 ,1 ,35.2566186,128.519497
민원신고,창원시 마산회원구 내서읍 서광1차아파트,5 ,35.2577082,128.5203785
민원신고,창원시 마산회원구 내서읍 서광맨션 ,3 ,35.254193,128.519905
민원신고,창원시 마산회원구 내서읍 서광볼트배관상사 주,1 ,35.2547711,128.5190603
민원신고,창원시 마산회원구 내서읍 서광아파트 이중,2 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 서부새마을금고 ,2 ,35.2309823,128.4973609
민원신고,창원시 마산회원구 내서읍 성우아파트,2 ,35.2555076,128.519136
민원신고,창원시 마산회원구 내서읍 세한그린파크아파트,2 ,35.2292605,128.5066378
민원신고,창원시 마산회원구 내서읍 셀프주유소 ,1 ,35.2339756,128.5041461
민원신고,창원시 마산회원구 내서읍 숲속마을4단지 ,15 ,35.2307601,128.4961943
민원신고,창원시 마산회원구 내서읍 신세계요양병원 ,3 ,35.2587791,128.5094467
민원신고,창원시 마산회원구 내서읍 신우아파트 ,12 ,35.2664786,128.5266627
민원신고,창원시 마산회원구 내서읍 쌍봉빌딩 ,2 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 안계초등학교 ,21 ,35.2312702,128.4942796
민원신고,창원시 마산회원구 내서읍 안계횟집 ,1 ,35.2316755,128.4952907
민원신고,창원시 마산회원구 내서읍 양지부동산 ,1 ,35.2302065,128.4974229
민원신고,창원시 마산회원구 내서읍 오복미역,1 ,35.2339306,128.5038805
민원신고,창원시 마산회원구 내서읍 오피스빅문구 ,2 ,35.2301114,128.4951065
민원신고,창원시 마산회원구 내서읍 옥수사우나 ,4 ,35.2254832,128.5043643
민원신고,창원시 마산회원구 내서읍 옥정농협  ,5 ,35.2509411,128.5215644
민원신고,창원시 마산회원구 내서읍 용마검사정비 ,2 ,35.2448698,128.5118036
민원신고,창원시 마산회원구 내서읍 우진종합상사,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 원계대동아파트 ,2 ,35.2292605,128.5066378
민원신고,창원시 마산회원구 내서읍 원계리,2 ,35.2259252,128.5168753
민원신고,창원시 마산회원구 내서읍 웰빙프라자 ,4 ,35.2323705,128.5044586
민원신고,창원시 마산회원구 내서읍 유앤아이아파트,1 ,35.2317879,128.5062767
민원신고,창원시 마산회원구 내서읍 유엔아이,1 ,35.2317879,128.5062767
민원신고,창원시 마산회원구 내서읍 읍사무소 ,4 ,35.2467924,128.5076598
민원신고,창원시 마산회원구 내서읍 이래건강원 ,2 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 이미지아파트 ,5 ,35.223074,128.5023337
민원신고,창원시 마산회원구 내서읍 이열치열동태찌개,1 ,35.2481139,128.5091591
민원신고,창원시 마산회원구 내서읍 자바하우스커피,1 ,35.2475197,128.5083313
민원신고,창원시 마산회원구 내서읍 장모님치킨가맹본부,2 ,35.2347875,128.5014437
민원신고,창원시 마산회원구 내서읍 장모님치킨 ,1 ,35.2347875,128.5014437
민원신고,창원시 마산회원구 내서읍 장미아파트 ,2 ,35.2429255,128.5046932
민원신고,창원시 마산회원구 내서읍 장미파크 ,7 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 전주단지네 ,1 ,35.2466178,128.508663
민원신고,창원시 마산회원구 내서읍 정광상사 ,1 ,35.2434692,128.5107881
민원신고,창원시 마산회원구 내서읍 정성공인중개사,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 조은아파트,1 ,35.2263719,128.5044992
민원신고,창원시 마산회원구 내서읍 조은인테리어,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 주공1단지 ,1 ,35.2354263,128.5029158
민원신고,창원시 마산회원구 내서읍 주민센터,5 ,35.249343,128.593518
민원신고,창원시 마산회원구 내서읍 준광고디자인,2 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 중리 1041-1,1 ,35.2497438,128.5097583
민원신고,창원시 마산회원구 내서읍 중리 1056-0,1 ,35.2433277,128.5045572
민원신고,창원시 마산회원구 내서읍 중리 1058 ,2 ,35.2473768,128.5084524
민원신고,창원시 마산회원구 내서읍 중리 1058,1 ,35.2473768,128.5084524
민원신고,창원시 마산회원구 내서읍 중리 1171,1 ,35.2448194,128.5095429
민원신고,창원시 마산회원구 내서읍 중리 1451-1,1 ,35.2468701,128.5099689
민원신고,창원시 마산회원구 내서읍 중리 골드카마스타,2 ,35.2501309,128.5100915
민원신고,창원시 마산회원구 내서읍 중리 광려천서로,2 ,35.2520918,128.5133634
민원신고,창원시 마산회원구 내서읍 중리 대진가구,2 ,35.2495757,128.5179438
민원신고,창원시 마산회원구 내서읍 중리 백로아파트,2 ,35.2437032,128.5059709
민원신고,창원시 마산회원구 내서읍 중리 백마주유소,1 ,35.2411487,128.5102077
민원신고,창원시 마산회원구 내서읍 중리 상곡교,1 ,35.2455641,128.5093316
민원신고,창원시 마산회원구 내서읍 중리 상곡로 ,4 ,35.2474781,128.5079822
민원신고,창원시 마산회원구 내서읍 중리 상중교 ,5 ,35.2333432,128.4986107
민원신고,창원시 마산회원구 내서읍 중리 애견미용 ,1 ,35.2461959,128.5194495
민원신고,창원시 마산회원구 내서읍 중리 용마정비,1 ,35.2448698,128.5118036
민원신고,창원시 마산회원구 내서읍 중리 학촌사건물,1 ,35.2484598,128.5235693
민원신고,창원시 마산회원구 내서읍 중리 함마대로 ,1 ,35.2515637,128.5119144
민원신고,창원시 마산회원구 내서읍 중리 현대아파트,2 ,35.2510359,128.5225247
민원신고,창원시 마산회원구 내서읍 중리 호원로 ,1 ,35.2566069,128.5246843
민원신고,창원시 마산회원구 내서읍 중리1035-5 ,1 ,35.250472,128.5104409
민원신고,창원시 마산회원구 내서읍 중리1058 ,9 ,35.2473768,128.5084524
민원신고,창원시 마산회원구 내서읍 중리1059,2 ,35.2466057,128.5089838
민원신고,창원시 마산회원구 내서읍 중리1121-12,3 ,35.2467764,128.511022
민원신고,창원시 마산회원구 내서읍 중리1171,2 ,35.2448194,128.5095429
민원신고,창원시 마산회원구 내서읍 중리508-5 ,1 ,35.2457498,128.513767
민원신고,창원시 마산회원구 내서읍 중리고려애자,2 ,35.2391204,128.5069709
민원신고,창원시 마산회원구 내서읍 중리공단내 동아오토,1 ,35.241922,128.511756
민원신고,창원시 마산회원구 내서읍 중리공단내중리11,3 ,35.241922,128.511756
민원신고,창원시 마산회원구 내서읍 중리공단로 ,2 ,35.241922,128.511756
민원신고,창원시 마산회원구 내서읍 중리광려천서로 ,2 ,35.2520918,128.5133634
민원신고,창원시 마산회원구 내서읍 중리교회 ,8 ,35.2524914,128.5110282
민원신고,창원시 마산회원구 내서읍 중리동신A ,2 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 중리동해장어구이,1 ,35.248286,128.5093037
민원신고,창원시 마산회원구 내서읍 중리맥도날드,1 ,35.2485037,128.510464
민원신고,창원시 마산회원구 내서읍 중리백로아파트 ,7 ,35.2437032,128.5059709
민원신고,창원시 마산회원구 내서읍 중리삼거리 ,6 ,35.2495917,128.5227747
민원신고,창원시 마산회원구 내서읍 중리상곡교 ,1 ,35.2455641,128.5093316
민원신고,창원시 마산회원구 내서읍 중리상곡로 ,6 ,35.2474781,128.5079822
민원신고,창원시 마산회원구 내서읍 중리애견미용 ,2 ,35.2461959,128.5194495
민원신고,창원시 마산회원구 내서읍 중리역  ,6 ,35.249609,128.518876
민원신고,창원시 마산회원구 내서읍 중리제일교회,1 ,35.246564,128.5104704
민원신고,창원시 마산회원구 내서읍 중리초등학교,18 ,35.2555631,128.5201081
민원신고,창원시 마산회원구 내서읍 중리파출소,15 ,35.249064,128.5237468
민원신고,창원시 마산회원구 내서읍 중리푸른수목원,1 ,35.2461959,128.5194495
민원신고,창원시 마산회원구 내서읍 중리현대아파트,3 ,35.2510359,128.5225247
민원신고,창원시 마산회원구 내서읍 진한빌딩 ,1 ,35.2498692,128.5099425
민원신고,창원시 마산회원구 내서읍 천지빌딩 ,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 청아병원 ,3 ,35.247925,128.5096371
민원신고,창원시 마산회원구 내서읍 청아병원,17 ,35.247925,128.5096371
민원신고,창원시 마산회원구 내서읍 청풍,1 ,35.2342588,128.5038528
민원신고,창원시 마산회원구 내서읍 코오롱2차아파트,13 ,35.2634783,128.522775
민원신고,창원시 마산회원구 내서읍 코오롱하늘채2차,12 ,35.2667421,128.5260443
민원신고,창원시 마산회원구 내서읍 코코프라자,1 ,35.2663044,128.5227082
민원신고,창원시 마산회원구 내서읍 큰사랑요양병원 ,1 ,35.236391,128.5469629
민원신고,창원시 마산회원구 내서읍 큰이모횟집 ,3 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 태산프라자 ,7 ,35.2485638,128.509637
민원신고,창원시 마산회원구 내서읍 토속순대촌  ,1 ,35.2469757,128.5088795
민원신고,창원시 마산회원구 내서읍 파리바게뜨 ,2 ,35.2616384,128.5215077
민원신고,창원시 마산회원구 내서읍 팔로우상가 주차장,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 평상가든 ,2 ,35.240574,128.5098998
민원신고,창원시 마산회원구 내서읍 평성리482 ,2 ,35.2665601,128.5314376
민원신고,창원시 마산회원구 내서읍 평성마을 ,1 ,35.260174,128.5377174
민원신고,창원시 마산회원구 내서읍 필하우스  ,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 하은교회,1 ,35.2685618,128.5296902
민원신고,창원시 마산회원구 내서읍 학사문구 ,1 ,35.2310379,128.5016938
민원신고,창원시 마산회원구 내서읍 한우리1차아파트,54 ,35.2286216,128.5046658
민원신고,창원시 마산회원구 내서읍 한우리와다숲A,1 ,35.2292605,128.5066378
민원신고,창원시 마산회원구 내서읍 한일유엔아이,1 ,35.2317879,128.5062767
민원신고,창원시 마산회원구 내서읍 한주아파트 ,7 ,35.2482307,128.5210249
민원신고,창원시 마산회원구 내서읍 함마대로 한주A,1 ,35.2482307,128.5210249
민원신고,창원시 마산회원구 내서읍 함안방면 구슬골,1 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 현대디지털A,1 ,35.2510359,128.5225247
민원신고,창원시 마산회원구 내서읍 현대성우아파트,10 ,35.2552903,128.5190801
민원신고,창원시 마산회원구 내서읍 현대차 영업소,3 ,35.2341223,128.5788532
민원신고,창원시 마산회원구 내서읍 호계 광려천동로,2 ,35.2541659,128.5185158
민원신고,창원시 마산회원구 내서읍 호계 채선당,1 ,35.2665895,128.5147472
민원신고,창원시 마산회원구 내서읍 호계교량위,1 ,35.2665895,128.5147472
민원신고,창원시 마산회원구 내서읍 호계교 ,1 ,35.2665895,128.5147472
민원신고,창원시 마산회원구 내서읍 호계농협 ,20 ,35.2608895,128.5227206
민원신고,창원시 마산회원구 내서읍 호계리109-7,1 ,35.2657247,128.5260434
민원신고,창원시 마산회원구 내서읍 호계승강장,4 ,35.2665895,128.5147472
민원신고,창원시 마산회원구 내서읍 호계복지피부과 ,1 ,35.2630871,128.5210455
민원신고,창원시 마산회원구 내서읍 호계사거리,2 ,35.2639233,128.5199412
민원신고,창원시 마산회원구 내서읍 호계서광맨션 ,3 ,35.2577082,128.5203785
민원신고,창원시 마산회원구 내서읍 호계신화하니엘 ,24 ,35.2467652,128.5076437
민원신고,창원시 마산회원구 내서읍 호계초등학교 ,12 ,35.2657009,128.5223298
민원신고,창원시 마산회원구 내서읍 호계코코프라자 ,1 ,35.2663044,128.5227082
민원신고,창원시 마산회원구 내서읍 호래기나라 ,7 ,35.2465151,128.5086514
민원신고,창원시 마산회원구 내서읍 호원로 ,1 ,35.2566069,128.5246843
민원신고,창원시 마산회원구 내서읍 호원로170,1 ,35.2495077,128.5232695
민원신고,창원시 마산회원구 내서읍 화성아파트,3 ,35.2334937,128.4997372
민원신고,창원시 마산회원구 내서읍 훔친갈비,1 ,35.2312046,128.5048324
민원신고,창원시 마산회원구 봉암동 주)부국상사 ,1 ,35.2161884,128.5980691
민원신고,창원시 마산회원구 봉암동 255 ,1 ,35.2147458,128.6145266
민원신고,창원시 마산회원구 봉암동 266-1 ,1 ,35.2158614,128.6128083
민원신고,창원시 마산회원구 봉암동 34-1 ,1 ,35.2172043,128.6205604
민원신고,창원시 마산회원구 봉암동 368-8,1 ,35.2186997,128.6048056
민원신고,창원시 마산회원구 봉암동 371-3 ,1 ,35.2183653,128.6035311
민원신고,창원시 마산회원구 봉암동 451-39 ,1 ,35.2232435,128.5975771
민원신고,창원시 마산회원구 봉암동 457-9 ,1 ,35.2212625,128.5977098
민원신고,창원시 마산회원구 봉암동 459-32 ,1 ,35.2196602,128.5994369
민원신고,창원시 마산회원구 봉암동 465,4 ,35.2193657,128.59994
민원신고,창원시 마산회원구 봉암동 468,1 ,35.2225897,128.6035629
민원신고,창원시 마산회원구 봉암동 472-14 ,2 ,35.2175323,128.6046245
민원신고,창원시 마산회원구 봉암동 472-20 ,2 ,35.2175859,128.6041778
민원신고,창원시 마산회원구 봉암동 625-8 ,1 ,35.2178252,128.6057306
민원신고,창원시 마산회원구 봉암동 634-1 ,1 ,35.218315,128.6036703
민원신고,창원시 마산회원구 봉암동 655,1 ,35.2167184,128.6089429
민원신고,창원시 마산회원구 봉암동 660-10,1 ,35.211955,128.5979667
민원신고,창원시 마산회원구 봉암동 660-232,2 ,35.2154655,128.5980616
민원신고,창원시 마산회원구 봉암동 660-295,1 ,35.2154655,128.5980616
민원신고,창원시 마산회원구 봉암동 660-4 ,6 ,35.2143027,128.6002466
민원신고,창원시 마산회원구 봉암동 662 ,2 ,35.2143015,128.600319
민원신고,창원시 마산회원구 봉암동 666-159,1 ,35.2145217,128.6044319
민원신고,창원시 마산회원구 봉암동 BMW,2 ,35.2181492,128.6047499
민원신고,창원시 마산회원구 봉암동 GS칼텍스 ,6 ,35.2505296,128.5989575
민원신고,창원시 마산회원구 봉암동 K2 국제상사,2 ,35.2206242,128.597074
민원신고,창원시 마산회원구 봉암동 가야안전유리,1 ,35.2195055,128.5997411
민원신고,창원시 마산회원구 봉암동 경남 마산교육청 ,4 ,35.2213869,128.5947668
민원신고,창원시 마산회원구 봉암동 경남금속,1 ,35.2125704,128.5947668
민원신고,창원시 마산회원구 봉암동 경남모직 ,1 ,35.2154027,128.6007683
민원신고,창원시 마산회원구 봉암동 경남산전 ,1 ,35.2202525,128.5979616
민원신고,창원시 마산회원구 봉암동 공구상가,3 ,35.2199032,128.5964124
민원신고,창원시 마산회원구 봉암동 공단슈퍼 ,2 ,35.2135062,128.600177
민원신고,창원시 마산회원구 봉암동 교육지원센터,2 ,35.2213869,128.5947668
민원신고,창원시 마산회원구 봉암동 기아자동차 ,1 ,35.2178469,128.6056844
민원신고,창원시 마산회원구 봉암동 남경주유소  ,5 ,35.21943,128.598407
민원신고,창원시 마산회원구 봉암동 노루페이트 ,1 ,35.2207353,128.5967905
민원신고,창원시 마산회원구 봉암동 닛산모터스 ,14 ,35.2183653,128.6035311
민원신고,창원시 마산회원구 봉암동 대성봉재 ,1 ,35.220041,128.5984906
민원신고,창원시 마산회원구 봉암동 대성안전,3 ,35.2225897,128.6035629
민원신고,창원시 마산회원구 봉암동 대흥스텐 ,1 ,35.2196602,128.5994369
민원신고,창원시 마산회원구 봉암동 동남주유소 ,3 ,35.2112365,128.600574
민원신고,창원시 마산회원구 봉암동 동성모터스,5 ,35.2181492,128.6047499
민원신고,창원시 마산회원구 봉암동 랜드로바자동차판매장,2 ,35.2189244,128.5998599
민원신고,창원시 마산회원구 봉암동 렉서스 ,8 ,35.2177004,128.6032856
민원신고,창원시 마산회원구 봉암동 만경스포츠 ,1 ,35.2214019,128.5932966
민원신고,창원시 마산회원구 봉암동 명전사 ,1 ,35.2197922,128.5990062
민원신고,창원시 마산회원구 봉암동 무역로,1 ,35.2117034,128.5990417
민원신고,창원시 마산회원구 봉암동 무학슈퍼,1 ,35.2064587,128.5633053
민원신고,창원시 마산회원구 봉암동 미정사작업복,1 ,35.2204255,128.5976092
민원신고,창원시 마산회원구 봉암동 미정사 ,1 ,35.2204255,128.5976092
민원신고,창원시 마산회원구 봉암동 봉덕교회 ,6 ,35.2213741,128.5943521
민원신고,창원시 마산회원구 봉암동 봉덕사거리,1 ,35.2221796,128.5945465
민원신고,창원시 마산회원구 봉암동 봉덕세탁소,1 ,35.2217074,128.5966852
민원신고,창원시 마산회원구 봉암동 봉덕초등학교,12 ,35.2221796,128.5945465
민원신고,창원시 마산회원구 봉암동 봉암공단3길,1 ,35.2133247,128.6047679
민원신고,창원시 마산회원구 봉암동 봉암공단5길,1 ,35.2162061,128.5980654
민원신고,창원시 마산회원구 봉암동 봉암공단로,2 ,35.2138196,128.6008239
민원신고,창원시 마산회원구 봉암동 봉암로 ,5 ,35.2163473,128.6127949
민원신고,창원시 마산회원구 봉암동 봉암북16길,1 ,35.2139742,128.6156468
민원신고,창원시 마산회원구 봉암동 봉암수원지,29 ,35.217929,128.605176
민원신고,창원시 마산회원구 봉암동 봉암아파트 ,1 ,35.2134032,128.6161836
민원신고,창원시 마산회원구 봉암동 봉암우체국,2 ,35.2152638,128.6000739
민원신고,창원시 마산회원구 봉암동 봉암주민센터,2 ,35.2177913,128.6023236
민원신고,창원시 마산회원구 봉암동 봉양로77,6 ,35.2211246,128.5956964
민원신고,창원시 마산회원구 봉암동 산28-2 ,1 ,35.222092,128.5993021
민원신고,창원시 마산회원구 봉암동 산업용재백화점,1 ,35.2184301,128.5996016
민원신고,창원시 마산회원구 봉암동 서광마트 ,1 ,35.2160855,128.6122978
민원신고,창원시 마산회원구 봉암동 서광아파트 ,14 ,35.2163473,128.6127949
민원신고,창원시 마산회원구 봉암동 성산암데코 ,1 ,35.215625,128.6045179
민원신고,창원시 마산회원구 봉암동 성주오토샵 ,1 ,35.2219342,128.5936481
민원신고,창원시 마산회원구 봉암동 성지공업사 ,1 ,35.211431,128.602796
민원신고,창원시 마산회원구 봉암동 수원지,12 ,35.217929,128.605176
민원신고,창원시 마산회원구 봉암동 아세아전기판넬,1 ,35.2206349,128.5795296
민원신고,창원시 마산회원구 봉암동 영경당,1 ,35.2212924,128.5952835
민원신고,창원시 마산회원구 봉암동 영락원 ,3 ,35.2176247,128.6029625
민원신고,창원시 마산회원구 봉암동 오이정밀 ,1 ,35.2150972,128.5998517
민원신고,창원시 마산회원구 봉암동 웨딩홀 신축공사장,1 ,35.2134072,128.5972271
민원신고,창원시 마산회원구 봉암동 인성공구  ,2 ,35.220384,128.5978121
민원신고,창원시 마산회원구 봉암동 자유무역3공구 ,1 ,35.2155694,128.6016015
민원신고,창원시 마산회원구 봉암동 재규어 랜드로버,7 ,35.2189244,128.5998599
민원신고,창원시 마산회원구 봉암동 정다운요양병원,6 ,35.217662,128.60356
민원신고,창원시 마산회원구 봉암동 진광자동차정비 ,4 ,35.237504,128.5859213
민원신고,창원시 마산회원구 봉암동 창신중학교,1 ,35.2243423,128.5974006
민원신고,창원시 마산회원구 봉암동 타이어뱅크 ,1 ,35.218751,128.6022829
민원신고,창원시 마산회원구 봉암동 타이어프로,3 ,35.2175323,128.6046245
민원신고,창원시 마산회원구 봉암동 타파웨어 ,1 ,35.2610452,128.5218793
민원신고,창원시 마산회원구 봉암동 태양공구상사,1 ,35.2199032,128.5964124
민원신고,창원시 마산회원구 봉암동 튼튼목재 ,8 ,35.2179875,128.6051683
민원신고,창원시 마산회원구 봉암동 학우문구 ,1 ,35.2216381,128.5929979
민원신고,창원시 마산회원구 봉암동 한미타올,1 ,35.2207629,128.583242
민원신고,창원시 마산회원구 봉암동 한성공구,1 ,35.2159756,128.6000974
민원신고,창원시 마산회원구 봉암동 한중빌딩 ,1 ,35.213514,128.5999073
민원신고,창원시 마산회원구 봉암동 현진콜렉션,5 ,35.2196873,128.5992515
민원신고,창원시 마산회원구 석전동 주)미래특수여객,1 ,35.2295327,128.5677999
민원신고,창원시 마산회원구 석전동 224-1 ,2 ,35.2359038,128.5809196
민원신고,창원시 마산회원구 석전동 224-18 ,5 ,35.2356914,128.5808566
민원신고,창원시 마산회원구 석전동 224-1,1 ,35.2359038,128.5809196
민원신고,창원시 마산회원구 석전동 224-6,1 ,35.2346966,128.5802046
민원신고,창원시 마산회원구 석전동 231-9 ,1 ,35.2337053,128.5784573
민원신고,창원시 마산회원구 석전동 232-11,1 ,35.233052,128.5793524
민원신고,창원시 마산회원구 석전동 232-15,1 ,35.2335367,128.5680047
민원신고,창원시 마산회원구 석전동 232-16 ,1 ,35.2335367,128.5680047
민원신고,창원시 마산회원구 석전동 233-7,1 ,35.2323024,128.5783495
민원신고,창원시 마산회원구 석전동 233-8 ,1 ,35.2321371,128.5782132
민원신고,창원시 마산회원구 석전동 234-4 ,1 ,35.2332052,128.5780428
민원신고,창원시 마산회원구 석전동 234-4 ,1 ,35.2332052,128.5780428
민원신고,창원시 마산회원구 석전동 234-6,1 ,35.2327693,128.5777816
민원신고,창원시 마산회원구 석전동 265-57,1 ,35.2271557,128.5735167
민원신고,창원시 마산회원구 석전동 267,6 ,35.233678,128.5788976
민원신고,창원시 마산회원구 석전동 268 ,1 ,35.2290546,128.5745529
민원신고,창원시 마산회원구 석전동 269,5 ,35.2276346,128.5742451
민원신고,창원시 마산회원구 석전동 273-81 ,1 ,35.2308621,128.5688034
민원신고,창원시 마산회원구 석전동 275-10,1 ,35.2305367,128.5666841
민원신고,창원시 마산회원구 석전동 289,4 ,35.2313658,128.5680742
민원신고,창원시 마산회원구 석전동 290,1 ,35.2305148,128.5686505
민원신고,창원시 마산회원구 석전동 291,2 ,35.2300176,128.567031
민원신고,창원시 마산회원구 석전동 2동주민센터,1 ,35.2301227,128.5732705
민원신고,창원시 마산회원구 석전동 365낚시마트 ,2 ,35.2270269,128.5771347
민원신고,창원시 마산회원구 석전동 365병원  ,42 ,35.2337554,128.5794915
민원신고,창원시 마산회원구 석전동 371-3 ,1 ,35.2298918,128.5713597
민원신고,창원시 마산회원구 석전동 3·15대로,1 ,35.2295325,128.5703324
민원신고,창원시 마산회원구 석전동 3·15대로 ,4 ,35.2295325,128.5703324
