"","parking_ID","parking_name","parking_adr","parking_lat","parking_lng","parking_pay","parking_time","C","D","floating_people","parking_area","remain","rpa","newdata.dansok_s","newdata.zone_s","newdata.pay_s","newdata.time_s","newdata.cctv_s","newdata.pop_s","score","ppg","ppr"
"221","414-2-000045","가술시장 공영주차장","경상남도 창원시 의창구 가술길1번길 6",35.334395,128.707503,"무료","8시~24시",0,4,2720.73321414286,20,NA,NA,0.546350543608437,0.557856082215252,0.436733745542635,-1.17416175528883,0.326837859803831,-0.188560011908566,165.050564639728,"B",2
"222","414-2-000044","북가술 공영주차장","경상남도 창원시 의창구 가술길34번길 14-6",35.337328,128.708475,"무료","8시~24시",0,0,1244.65952357143,10,NA,NA,0.547912154724091,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.288771329723576,171.277685228835,"B",2
"223","414-2-000078","갈전운동장 공영주차장","경상남도 창원시 의창구 갈전로(갈전운동장)",35.35973,128.686344,"무료","8시~24시",0,0,0,95,NA,NA,0.547912154724091,-0.520787214007049,0.436733745542635,-1.17416175528883,0.326837859803831,0.691268172568582,163.078029633433,"B",2
"224","414-2-000018","소계동 소계천복개 공영주차장","경상남도 창원시 의창구 금강로341번길",35.257905,128.597829,"무료","8시~24시",1,126,1442.70202371429,130,NA,NA,0.498721404580966,-1.02415408557746,0.436733745542635,-1.17416175528883,-0.565680911198937,0.224728529626802,143.961869276852,"C",3
"225","414-2-000019","소계동 467-2번지 공영주차장","경상남도 창원시 의창구 금강로379번길",35.261013,128.60058,"무료","8시~24시",0,0,449.225238071429,8,NA,NA,0.547912154724091,0.73043900961082,0.436733745542635,-1.17416175528883,0.326837859803831,0.545998131544653,174.137591459372,"B",2
"226","414-2-000047","갈전운동장 부설주차장","경상남도 창원시 의창구 대산면 676-1번지",35.353354,128.716141,"무료","8시~24시",0,0,41.7361904728571,18,NA,NA,0.547912154724091,0.586619903447847,0.436733745542635,-1.17416175528883,0.326837859803831,0.677771561985874,174.017134702154,"B",2
"227","414-2-000088","일동이주마을 공영주차장","경상남도 창원시 의창구 대산면 대산북로524번길",35.363648,128.695382,"무료","8시~24시",0,0,0.339166667,0,NA,NA,0.547912154724091,0.845494294541199,0.436733745542635,-1.17416175528883,0.326837859803831,0.691158493166239,176.739747924892,"B",2
"228","414-2-000089","모산이주마을 공영주차장","경상남도 창원시 의창구 대산면 모산리 895번지",35.362062,128.706986,"무료","8시~24시",0,0,36.3764285714286,14,NA,NA,0.547912154724091,0.644147545913036,0.436733745542635,-1.17416175528883,0.326837859803831,0.679504796820679,174.609743475154,"B",2
"229","414-2-000046","대산면 갈전리 585번지 공영주차장","경상남도 창원시 의창구 대산북로385번길",35.363987,128.680887,"무료","8시~24시",0,0,120.363928571429,13,NA,NA,0.547912154724091,0.658529456529333,0.436733745542635,-1.17416175528883,0.326837859803831,0.65234499693304,174.481964582441,"B",2
"230","414-2-000054","대산면 일동리 667번지 공영주차장","경상남도 창원시 의창구 대산북로538번길",35.366801,128.69656,"무료","8시~24시",0,0,475.6013095,60,NA,NA,0.547912154724091,-0.0174203424366417,0.436733745542635,-1.17416175528883,0.326837859803831,0.537468662018567,166.573703243637,"B",2
"231","414-2-000049","대산면 북부리 380-1번지 공영주차장","경상남도 창원시 의창구 대산북로893번길",35.349084,128.722979,"무료","8시~24시",0,0,4.61369047642857,10,NA,NA,0.547912154724091,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.689776201619532,175.287733947795,"B",2
"232","414-2-000038","대원 레포츠공원 주차장","경상남도 창원시 의창구 대원동 618-1번지",35.238641,128.656076,"무료","8시~24시",0,864,2361.87023785714,212,NA,NA,0.210604153742663,-2.20347075611384,0.436733745542635,-1.17416175528883,0.326837859803831,-0.0725112353286859,135.240320123578,"C",3
"233","414-2-000037","대원동 98-2번지 공영주차장","경상남도 창원시 의창구 대원로43번길",35.232713,128.652868,"무료","8시~24시",0,571,332.228571414286,37,NA,NA,0.324992167964374,0.313363601738197,0.436733745542635,-1.17416175528883,0.326837859803831,0.583832405144044,168.115980249043,"B",2
"234","414-2-000036","대원동 32-8번지 공영주차장","경상남도 창원시 의창구 대원로53번길",35.233379,128.65284,"무료","8시~24시",0,644,624.096547585714,17,NA,NA,0.296492765103675,0.601001814064144,0.436733745542635,-1.17416175528883,0.326837859803831,0.48944840959201,169.763528388175,"B",2
"235","414-2-000012","도계체육공원  공영주차장","경상남도 창원시 의창구 도계동 378번지",35.257911,128.642977,"무료","8시~24시",0,77,10.4108333308571,77,NA,NA,0.517851140747737,-0.261912822913696,0.436733745542635,-1.17416175528883,0.326837859803831,0.687901526937629,165.332496948293,"B",2
"236","414-2-000082","도계동 465-6 공영주차장","경상남도 창원시 의창구 도계동 원이대로56번길",35.257165,128.63326,"무료","8시~24시",1,1002,5168.61892857143,16,0,0,0.156728570252574,0.615383724680441,0.436733745542635,-1.17416175528883,-0.565680911198937,-0.980155024877065,144.888483491108,"C",3
"237","414-2-000081","도계동 465-11 공영주차장","경상남도 창원시 의창구 도계동 원이대로56번길",35.257165,128.63326,"무료","8시~24시",1,1002,5168.61892857143,5,0,0,0.156728570252574,0.773584741459712,0.436733745542635,-1.17416175528883,-0.565680911198937,-0.980155024877065,146.470493658901,"C",3
"238","414-2-000074","도계동 313-3 공영주차장","경상남도 창원시 의창구 도계동 하남천서길15번길",35.261417,128.638235,"무료","8시~24시",0,1380,1639.82035714286,13,NA,NA,0.00915631982319852,0.658529456529333,0.436733745542635,-1.17416175528883,0.326837859803831,0.160984585705326,164.180802121155,"B",2
"239","414-2-000073","도계동 313-1 공영주차장","경상남도 창원시 의창구 도계동 하남천서길51번길",35.262613,128.638467,"무료","8시~24시",0,722,1055.49047642857,8,NA,NA,0.266041348348407,0.73043900961082,0.436733745542635,-1.17416175528883,0.326837859803831,0.349944640815531,169.358348488324,"B",2
"240","414-2-000070","동읍 남산리 456번지 공영주차장","경상남도 창원시 의창구 동읍 남산리 456번지",35.2711,128.661075,"무료","8시~24시",0,0,18604.71905,75,NA,NA,0.547912154724091,-0.233149001681102,0.436733745542635,-1.17416175528883,0.326837859803831,-5.3251086259283,105.790643771723,"D",4
"241","414-2-000069","동읍 덕산리 317-2번지 공영주차장","경상남도 창원시 의창구 동읍 덕산리 317-2번지",35.27302,128.674126,"무료","8시~24시",0,0,549.757261871429,9,NA,NA,0.547912154724091,0.716057098994523,0.436733745542635,-1.17416175528883,0.326837859803831,0.513488178888514,173.668672826648,"B",2
"242","414-2-000068","석산마을 공영주차장","경상남도 창원시 의창구 동읍 석산길16번길",35.31438,128.659398,"무료","8시~24시",0,0,9.98642857142857,10,NA,NA,0.547912154724091,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.68803877055528,175.270359637152,"B",2
"243","414-2-000067","동읍 신방리 653-2번지 공영주차장","경상남도 창원시 의창구 동읍 신방리 653-2번지",35.287615,128.677172,"무료","8시~24시",0,0,13.7646428585714,35,NA,NA,0.547912154724091,0.342127422970792,0.436733745542635,-1.17416175528883,0.326837859803831,0.686816975121776,171.662664028743,"B",2
"244","414-2-000084","동읍 용잠리 1153-1 공영주차장","경상남도 창원시 의창구 동읍 용잠로35번길 15",35.280989,128.688384,"무료","8시~24시",0,0,946.384880985714,112,NA,NA,0.547912154724091,-0.765279694484103,0.436733745542635,-1.17416175528883,0.326837859803831,0.385227107121228,157.572694174189,"C",3
"245","414-2-000086","자여마을 공영주차장","경상남도 창원시 의창구 동읍 자여로 85",35.275889,128.702268,"무료","8시~24시",0,0,1516.689762,24,NA,NA,0.547912154724091,0.500328439750062,0.436733745542635,-1.17416175528883,0.326837859803831,0.200802443411841,168.384528879436,"B",2
"246","414-2-000090","봉산마을 공영주차장","경상남도 창원시 의창구 동읍 자여로78번길",35.275968,128.699833,"무료","8시~24시",0,34,87.2270238085714,8,NA,NA,0.534638460241026,0.73043900961082,0.436733745542635,-1.17416175528883,0.326837859803831,0.663060778474994,175.175480983845,"B",2
"247","414-2-000072","동정동 920-12번지 공영주차장","경상남도 창원시 의창구 동정동 동정길(동정동경로당앞)",35.264614,128.61392,"무료","8시~24시",0,5,446.084880928571,56,NA,NA,0.545960140829523,0.0401073000285476,0.436733745542635,-1.17416175528883,0.326837859803831,0.547013657326176,167.224909482419,"B",2
"248","414-2-000042","삼동공원 부설주차장","경상남도 창원시 의창구 두대로(삼동공원)",35.222623,128.666232,"무료","8시~24시",0,28,416.803809514286,101,NA,NA,0.536980876914508,-0.607078677704833,0.436733745542635,-1.17416175528883,0.326837859803831,0.556482543054501,160.757945923218,"B",2
"249","414-2-000041","충혼탑 부설주차장","경상남도 창원시 의창구 두대로(충혼탑 앞)",35.222623,128.666232,"무료","8시~24시",0,28,416.803809514286,135,NA,NA,0.536980876914508,-1.09606363865894,0.436733745542635,-1.17416175528883,0.326837859803831,0.556482543054501,155.868096313677,"C",3
"250","414-2-000091","도계동 913-6 공영주차장","경상남도 창원시 의창구 명곡동 원이대로114번길",35.252049,128.636263,"무료","8시~24시",0,379,1016.9123812,8,NA,NA,0.399949501515803,0.73043900961082,0.436733745542635,-1.17416175528883,0.326837859803831,0.36241998948592,170.822183506702,"B",2
"251","414-2-000075","명서동 109-17 공영주차장","경상남도 창원시 의창구 명곡동 원이대로206번길",35.242871,128.641562,"무료","8시~24시",0,21,399.318452357143,14,NA,NA,0.539713696366904,0.644147545913036,0.436733745542635,-1.17416175528883,0.326837859803831,0.562136941641813,173.354080339794,"B",2
"252","414-2-000010","명서동 210번지 공영주차장","경상남도 창원시 의창구 명서동 210번지",35.239264,128.647522,"무료","8시~24시",0,187,5775.08857157143,70,NA,NA,0.474906835067231,-0.161239448599615,0.436733745542635,-1.17416175528883,0.326837859803831,-1.1762746157901,147.268026207352,"C",3
"253","414-2-000015","명서2주구운동장 주차장","경상남도 창원시 의창구 명서동 300번지",35.242511,128.638637,"무료","8시~24시",0,15,42.3853571428571,72,NA,NA,0.542056113040386,-0.19000326983221,0.436733745542635,-1.17416175528883,0.326837859803831,0.677561635069953,166.190243283358,"B",2
"254","414-2-000048","남모산 공영주차장","경상남도 창원시 의창구 모산길57번길",35.35673,128.711654,"무료","8시~24시",0,0,260.521190442857,30,NA,NA,0.547912154724091,0.414036976052278,0.436733745542635,-1.17416175528883,0.326837859803831,0.607021071524764,171.583800523588,"B",2
"255","414-2-000058","북면 월백리 451-1,4번지  공영주차장","경상남도 창원시 의창구 백월로277번길 10,8",35.320386,128.636356,"무료","8시~24시",0,0,51.0917857142857,17,NA,NA,0.547912154724091,0.601001814064144,0.436733745542635,-1.17416175528883,0.326837859803831,0.67474615827,174.130699771159,"B",2
"256","414-2-000146","봉곡주차장 공영주차장","경상남도 창원시 의창구 봉곡로111번길",35.247327,128.6723,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,1305,2784.65892857143,98,NA,NA,0.0384365282417253,-0.563932945855941,-2.28327466967904,-1.17416175528883,0.326837859803831,-0.209232250176814,121.346727670449,"D",4
"257","414-2-000064","달천계곡 주차장","경상남도 창원시 의창구 북면 달천길 145",35.283445,128.597866,"무료","8시~24시",0,0,85.6541666785714,111,NA,NA,0.547912154724091,-0.750897783867806,0.436733745542635,-1.17416175528883,0.326837859803831,0.663569407555544,160.499936284695,"B",2
"258","414-2-000059","북면 신촌리 343-9번지 공영주차장","경상남도 창원시 의창구 북면 신촌리 343-9번지",35.358978,128.618382,"무료","8시~24시",0,0,307.707857128571,11,NA,NA,0.547912154724091,0.687293277761928,0.436733745542635,-1.17416175528883,0.326837859803831,0.59176189099732,174.16377173541,"B",2
"259","414-2-000065","북면 마산리 384 공영주차장","경상남도 창원시 의창구 북면 신촌본포로",35.349076,128.621978,"무료","8시~24시",0,0,4.50023809514286,40,NA,NA,0.547912154724091,0.270217869889305,0.436733745542635,-1.17416175528883,0.326837859803831,0.689812889745413,170.973527644164,"B",2
"260","414-2-000087","신음마을 공영주차장","경상남도 창원시 의창구 북면 운무로 737",35.328922,128.584726,"무료","8시~24시",0,0,402.096309557143,12,NA,NA,0.547912154724091,0.67291136714563,0.436733745542635,-1.17416175528883,0.326837859803831,0.561238640755748,173.714720126831,"B",2
"261","414-2-000063","북면 월백리 996-13 공영주차장","경상남도 창원시 의창구 북면 월백리 996-13번지",35.320412,128.624445,"무료","8시~24시",0,0,345.150119057143,32,NA,NA,0.547912154724091,0.385273154819684,0.436733745542635,-1.17416175528883,0.326837859803831,0.579653847046486,171.022490066479,"B",2
"262","414-2-000062","북면 마산리 148-125,83,65번지 공영주차장","경상남도 창원시 의창구 북면 월백리 996-13번지",35.320412,128.624445,"무료","8시~24시",0,0,345.150119057143,150,NA,NA,0.547912154724091,-1.3117922979034,0.436733745542635,-1.17416175528883,0.326837859803831,0.579653847046486,154.051835539248,"C",3
"263","414-2-000066","북면 하천리 366번지 공영주차장","경상남도 창원시 의창구 북면 하천로132번길",35.367514,128.605094,"무료","8시~24시",0,0,87.1133333342857,31,NA,NA,0.547912154724091,0.399655065435981,0.436733745542635,-1.17416175528883,0.326837859803831,0.66309754359517,172.000746138129,"B",2
"264","414-2-000076","사림동 110-16 공영주차장","경상남도 창원시 의창구 사림동 사림로57번길",35.248853,128.680273,"무료","8시~24시",0,37,391.138095228571,10,NA,NA,0.533467251904285,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.56478229794628,173.893345882864,"B",2
"265","414-2-000006","창원의집 공영주차장","경상남도 창원시 의창구 사림로12번길",35.244653,128.67807,"무료","8시~24시",0,21,800.800952357143,100,NA,NA,0.539713696366904,-0.592696767088535,0.436733745542635,-1.17416175528883,0.326837859803831,0.432305902994524,159.687326823305,"C",3
"266","414-2-000004","사림동 113-1번지 공영주차장","경상남도 창원시 의창구 사림로57번길 10",35.247127,128.679802,"무료","8시~24시",0,401,686.652261928572,9,NA,NA,0.391360640379701,0.716057098994523,0.436733745542635,-1.17416175528883,0.326837859803831,0.469219200681395,171.660467901133,"B",2
"267","414-2-000151","창원공고 뒤 공영주차장","경상남도 창원시 의창구 사화로(창원공고 뒤)",35.249004,128.623316,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,2818,256.020714285714,61,NA,NA,-0.552242876254688,-0.031802253052939,-2.28327466967904,-1.17416175528883,0.326837859803831,0.608476431332201,128.938327368605,"C",3
"268","414-2-000153","사상지구 2공영주차장","경상남도 창원시 의창구 사화로10번길",35.2558,128.607679,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,3034,9181.134405,11,NA,NA,-0.636569876500045,0.687293277761928,-2.28327466967904,-1.17416175528883,0.326837859803831,-2.27771855975853,106.424062763393,"D",4
"269","414-2-000138","팔용주차장","경상남도 창원시 의창구 사화로17번길",35.257854,128.610489,"기본 30분 500원 / 추가 10분당 200원","8시~24시",5,5752,1611.425,76,NA,NA,-1.69768462958746,-0.247530912297399,-2.28327466967904,-1.17416175528883,-4.13575599521001,0.170167049973676,66.3175908791094,"F",5
"270","414-2-000026","신월동 2-7번지 공영주차장","경상남도 창원시 의창구 상남로258번길",35.233403,128.692571,"무료","8시~24시",0,177,3741.67083357143,15,NA,NA,0.478810862856368,0.629765635296739,0.436733745542635,-1.17416175528883,0.326837859803831,-0.518709872797903,161.792764754128,"B",2
"271","414-2-000093","태복교 공영주차장","경상남도 창원시 의창구 서곡동 18-7번지",35.253187,128.651534,"무료","8시~24시",0,0,53.8101190485714,60,NA,NA,0.547912154724091,-0.0174203424366417,0.436733745542635,-1.17416175528883,0.326837859803831,0.673867106156446,167.937687685015,"B",2
"272","414-2-000016","소계동 909-2번지 공영주차장","경상남도 창원시 의창구 소계동 909-2번지",35.257868,128.602249,"무료","8시~24시",0,207,1206.30500014286,13,NA,NA,0.467098779488957,0.658529456529333,0.436733745542635,-1.17416175528883,0.326837859803831,0.301174379952549,170.162124660285,"B",2
"273","414-2-000150","창원육교하부 공영주차장","경상남도 창원시 의창구 소계로 23",35.254399,128.603762,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,1505,776.0136905,115,NA,NA,-0.0396440275410128,-0.808425426332995,-2.28327466967904,-1.17416175528883,0.326837859803831,0.440321584754339,124.616535657163,"D",4
"274","414-2-000079","소답동 930-3 공영주차장","경상남도 창원시 의창구 소답동 천주로56번길",35.268028,128.620304,"무료","8시~24시",0,0,337.641666657143,30,NA,NA,0.547912154724091,0.414036976052278,0.436733745542635,-1.17416175528883,0.326837859803831,0.582081923422732,171.334409042567,"B",2
"275","414-2-000080","신월동 81-15 공영주차장","경상남도 창원시 의창구 신월동 81-15번지",35.22472,128.695389,"무료","8시~24시",0,638,2888.15035728571,20,NA,NA,0.298835181777157,0.557856082215252,0.436733745542635,-1.17416175528883,0.326837859803831,-0.242699212450556,162.034019015995,"B",2
"276","414-2-000077","신월동 35-21 공영주차장","경상남도 창원시 의창구 신월로(자연한의원 옆)",35.228454,128.692331,"무료","8시~24시",0,3037,3908.60309557143,13,NA,NA,-0.637741084836787,0.658529456529333,0.436733745542635,-1.17416175528883,0.326837859803831,-0.572692272925435,150.375059488247,"C",3
"277","414-2-000029","신월동 12-157번지 공영주차장","경상남도 창원시 의창구 신월로37번길",35.230354,128.693263,"무료","8시~24시",0,111,621.791309514286,17,NA,NA,0.504577446264672,0.601001814064144,0.436733745542635,-1.17416175528883,0.326837859803831,0.49019387534243,171.851829857289,"B",2
"278","414-2-000083","용동 128-1번지 공영주차장","경상남도 창원시 의창구 용동 상남로382번길",35.242022,128.704677,"무료","8시~24시",0,195,8.32607142857143,178,NA,NA,0.471783612835922,-1.71448579515973,0.436733745542635,-1.17416175528883,0.326837859803831,0.688575695308868,150.352833630427,"C",3
"279","414-2-000071","동읍 용잠리 산26-2 공영주차장","경상남도 창원시 의창구 용잠리 산26-2번지",35.277387,128.68111,"무료","8시~24시",0,18,295.527380942857,52,NA,NA,0.540884904703645,0.097634942493737,0.436733745542635,-1.17416175528883,0.326837859803831,0.595700802094091,168.236304993491,"B",2
"280","414-2-000032","용호동 73-41 공영주차장","경상남도 창원시 의창구 용지로153번길 앞",35.229792,128.681541,"무료","8시~24시",3,10337,9295.47369014286,23,NA,NA,-3.48768137090673,0.51471035036636,0.436733745542635,-1.17416175528883,-2.35071845320447,-2.31469349178741,76.2418902472155,"F",5
"281","414-2-000033","용남초등학교 앞 공영주차장","경상남도 창원시 의창구 용지로211번길 39",35.234328,128.681222,"무료","8시~24시",0,320,279.801309557143,36,NA,NA,0.42298326547171,0.327745512354494,0.436733745542635,-1.17416175528883,0.326837859803831,0.600786284479622,169.409249123635,"B",2
"282","414-2-000035","용지동주민센터 주차장","경상남도 창원시 의창구 용지로239번길",35.235949,128.68471,"무료","8시~24시",0,3735,1222.77357128571,54,NA,NA,-0.910242224518543,0.0688711212611423,0.436733745542635,-1.17416175528883,0.326837859803831,0.295848788683904,150.438875354841,"C",3
"283","414-2-000013","명서동 111번지 운동장 부설주차장","경상남도 창원시 의창구 우곡로101번길 28",35.243378,128.641731,"무료","8시~24시",0,26,441.034642857143,50,NA,NA,0.537761682472335,0.126398763726332,0.436733745542635,-1.17416175528883,0.326837859803831,0.548646798631786,168.022170948881,"B",2
"284","414-2-000057","월림마을회관 공영주차장","경상남도 창원시 의창구 우암로79번길 3",35.330718,128.731593,"무료","8시~24시",0,0,180.658333342857,11,NA,NA,0.547912154724091,0.687293277761928,0.436733745542635,-1.17416175528883,0.326837859803831,0.632847048215238,174.574623307589,"B",2
"285","414-2-000009","도계동 888-1번지 공영주차장","경상남도 창원시 의창구 원이대로113번길 6",35.253219,128.638765,"무료","8시~24시",0,1660,2474.65380928571,25,0,0,-0.100156458272635,0.485946529133765,0.436733745542635,-1.17416175528883,0.326837859803831,-0.1089830820989,158.662168388199,"C",3
"286","414-2-000014","명서동 114-2번지 공영주차장","경상남도 창원시 의창구 원이대로210번길 67-5",35.242377,128.643492,"무료","8시~24시",0,44,711.399523842857,64,6,0.09375,0.530734432451889,-0.0749479849018311,0.436733745542635,-1.17416175528883,0.326837859803831,0.461216454066018,165.064127516737,"B",2
"287","414-2-000134","용호기계식 주차장","경상남도 창원시 의창구 원이대로579번길 16",35.22973,128.679788,"기본 30분 500원 / 추가 10분당 200원","8시~24시",4,5447,4269.67190442857,71,11,0.154929577464789,-1.57861178201878,-0.175621359215912,-2.28327466967904,-1.17416175528883,-3.24323722420724,-0.689454369597301,68.5563883999289,"F",5
"288","414-2-000050","대산면 유등리 454번지 공영주차장","경상남도 창원시 의창구 유등남길40번길",35.332245,128.735747,"무료","8시~24시",0,0,194.612619057143,36,NA,NA,0.547912154724091,0.327745512354494,0.436733745542635,-1.17416175528883,0.326837859803831,0.628334524237564,170.934020413738,"B",2
"289","414-2-000052","대산면 유등리 88-4번지 공영주차장","경상남도 창원시 의창구 유등로 407-3번지",35.34555,128.747063,"무료","8시~24시",0,0,8.66154761928571,5,NA,NA,0.547912154724091,0.773584741459712,0.436733745542635,-1.17416175528883,0.326837859803831,0.688467209329325,175.993739555708,"B",2
"290","414-2-000053","대산면 유등리 117-15번지 공영주차장","경상남도 창원시 의창구 유등로332번길",35.342233,128.747854,"무료","8시~24시",0,0,0.395952380857143,12,NA,NA,0.547912154724091,0.67291136714563,0.436733745542635,-1.17416175528883,0.326837859803831,0.691140129854736,175.013735017821,"B",2
"291","414-2-000056","대산미술관 주차장","경상남도 창원시 의창구 유등로369번길",35.34517,128.743521,"무료","8시~24시",0,0,357.878571414286,35,NA,NA,0.547912154724091,0.342127422970792,0.436733745542635,-1.17416175528883,0.326837859803831,0.57553773192341,170.549871596759,"B",2
"292","414-2-000051","대산면 유등리 902번지 공영주차장","경상남도 창원시 의창구 유등리 454번지",35.332712,128.736771,"무료","8시~24시",0,0,64.3534523842857,15,NA,NA,0.547912154724091,0.629765635296739,0.436733745542635,-1.17416175528883,0.326837859803831,0.670457612796759,174.375452528752,"B",2
"293","414-2-000025","북동 66-1번지 공영주차장","경상남도 창원시 의창구 읍성로41번길",35.266021,128.622641,"무료","8시~24시",0,367,633.800119057143,15,NA,NA,0.404634334862767,0.629765635296739,0.436733745542635,-1.17416175528883,0.326837859803831,0.486310477645479,171.101202978626,"B",2
"294","414-2-000022","소답동 365번지 일대 공영주차장","경상남도 창원시 의창구 의안로49번길",35.266095,128.621561,"무료","8시~24시",1,7146,1389.63738085714,64,3,0.046875,-2.24190610339314,-0.0749479849018311,0.436733745542635,-1.17416175528883,-0.565680911198937,0.241888524639263,126.219255153992,"C",3
"295","414-2-000021","소답동 509번지 공영주차장","경상남도 창원시 의창구 의안로70번길",35.267891,128.625468,"무료","8시~24시",0,298,679.613809557143,10,NA,NA,0.431572126607812,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.471495288884123,171.941524539278,"B",2
"296","414-2-000023","동정동 537-3번지 공영주차장","경상남도 창원시 의창구 의창대로139번길 13",35.263212,128.613257,"무료","8시~24시",0,31,893.6008333,5,NA,NA,0.535809668577767,0.773584741459712,0.436733745542635,-1.17416175528883,0.326837859803831,0.402296363527284,173.011006236224,"B",2
"297","414-2-000020","소답동 155-8번지 공영주차장","경상남도 창원시 의창구 의창대로299번길",35.262686,128.63087,"무료","8시~24시",0,61,1386.82071428571,10,NA,NA,0.524097585210356,0.701675188378225,0.436733745542635,-1.17416175528883,0.326837859803831,0.242799375663883,170.579819993101,"B",2
"298","414-2-000152","사상지구 1공영주차장","경상남도 창원시 의창구 의창대로70번길",35.256892,128.608725,"기본 30분 500원 / 추가 10분당 200원","8시~24시",5,6908,12478.0545214286,13,NA,NA,-2.14899024201168,0.658529456529333,-2.28327466967904,-1.17416175528883,-4.13575599521001,-3.34387353053077,35.72473263809,"F",5
"299","414-2-000055","대산면 제동리 464-8번지 공영주차장","경상남도 창원시 의창구 주남로394번길 51",35.316465,128.700012,"무료","8시~24시",0,0,12.5852380928571,15,NA,NA,0.547912154724091,0.629765635296739,0.436733745542635,-1.17416175528883,0.326837859803831,0.687198369941521,174.5428601002,"B",2
"300","414-2-000085","중동 666-5 공영주차장","경상남도 창원시 의창구 중동 666-5번지",35.265009,128.621437,"무료","8시~24시",1,7309,3403.916667,74,NA,NA,-2.30554175635607,-0.218767091064804,0.436733745542635,-1.17416175528883,-0.565680911198937,-0.409487243534067,117.630949880999,"D",4
"301","414-2-000034","신월동 98(용지공원 내) 공영주차장","경상남도 창원시 의창구 중앙대로186번길",35.229118,128.686944,"무료","8시~24시",0,282,1087.46428585714,41,NA,NA,0.437818571070431,0.255835959273008,0.436733745542635,-1.17416175528883,0.326837859803831,0.339604979964505,166.226693603656,"B",2
"302","414-2-000001","봉곡동 8번지 공영주차장","경상남도 창원시 의창구 지귀로73번길",35.247965,128.655089,"무료","8시~24시",0,77,1247.36214285714,24,NA,NA,0.517851140747737,0.500328439750062,0.436733745542635,-1.17416175528883,0.326837859803831,0.287897359204482,168.954867897599,"B",2
"303","414-2-000147","임시화물주차장 공영주차장","경상남도 창원시 의창구 차룡로48번길 21",35.243123,128.630214,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,1,153.868452357143,375,NA,NA,0.547521751945178,-4.5477221865703,-2.28327466967904,-1.17416175528883,0.326837859803831,0.641510335092281,95.1071133530312,"D",4
"304","414-2-000043","팔용동 58-3번지 공영주차장","경상남도 창원시 의창구 차용단지로",35.236542,128.63032,"무료","8시~24시",0,3,19.5508333334286,78,NA,NA,0.54674094638735,-0.276294733529994,0.436733745542635,-1.17416175528883,0.326837859803831,0.684945842210225,165.448019051252,"B",2
"305","414-2-000145","종합버스터미널부설 공영주차장","경상남도 창원시 의창구 창원대로 371",35.236645,128.639931,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,8326,1732.38500014286,134,NA,NA,-2.7025813825113,-1.08168172804264,-2.28327466967904,-1.17416175528883,0.326837859803831,0.131051117265965,92.1618944154799,"D",4
"306","414-2-000039","팔용동 214-2번지 공영주차장","경상남도 창원시 의창구 창원대로18번길",35.252733,128.60519,"무료","8시~24시",1,3082,487.3675,14,1,0.0714285714285714,-0.655309209887903,0.644147545913036,0.436733745542635,-1.17416175528883,-0.565680911198937,0.533663722242769,152.193931373228,"C",3
"307","414-2-000040","팔용동 208-2번지 공영주차장","경상남도 창원시 의창구 창원대로18번길(소계4교)",35.252733,128.60519,"무료","8시~24시",1,3082,487.3675,49,5,0.102040816326531,-0.655309209887903,0.140780674342629,0.436733745542635,-1.17416175528883,-0.565680911198937,0.533663722242769,147.160262657524,"C",3
"308","414-2-000148","구.버스터미널 공영주차장","경상남도 창원시 의창구 창원대로363번길",35.237193,128.641054,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,9176,1513.048095,300,NA,NA,-3.03442374458793,-3.469078890348,-2.28327466967904,-1.17416175528883,0.326837859803831,0.201980082310219,65.6787888221024,"F",5
"309","414-2-000143","팔용파출소옆 공영주차장","경상남도 창원시 의창구 창원대로397번길",35.236571,128.642985,"기본 30분 500원 / 추가 10분당 200원","8시~24시",1,11324,2246.55690485714,34,0,0,-3.87300891369454,0.356509333587089,-2.28327466967904,-1.17416175528883,-0.565680911198937,-0.035221316606772,84.2516176711897,"F",5
"310","414-2-000144","홈플러스앞  공영주차장","경상남도 창원시 의창구 창원대로397번길(홈플러스)",35.235554,128.642753,"기본 30분 500원 / 추가 10분당 200원","8시~24시",0,11201,5253.64428585714,79,1,0.0126582278481013,-3.82498937188816,-0.290676644146291,-2.28327466967904,-1.17416175528883,0.326837859803831,-1.00765044609159,77.4608497270992,"F",5
"311","414-2-000003","퇴촌동 1006번지 공영주차장","경상남도 창원시 의창구 창원천로 342",35.243629,128.67518,"무료","8시~24시",0,33,1208.81297628571,67,NA,NA,0.53502886301994,-0.118093716750723,0.436733745542635,-1.17416175528883,0.326837859803831,0.300363352952544,163.067083492794,"B",2
